,first_name,last_name,flag_code,residence,birthplace,birthdate,turned_pro,weight_kg,height_cm,handedness,backhand,age
9493,F.,Stoker,0,0,0,,0.0,0.0,0.0,0,0,
9494,H.,Scrivener,0,0,0,,0.0,0.0,0.0,0,0,
9495,H.,Stone,0,0,0,,0.0,0.0,0.0,0,0,
9496,A.,Stanley,0,0,0,,0.0,0.0,0.0,0,0,
9497,D.,Stewart,0,0,0,,0.0,0.0,0.0,0,0,
9498,E.,Stenhouse,0,0,0,,0.0,0.0,0.0,0,0,
9499,J. Maxwell,Scott,0,0,0,,0.0,0.0,0.0,0,0,
9500,Richard,Sears,USA,0,0,,0.0,0.0,0.0,0,0,
9501,E.,Saxton,0,0,0,,0.0,0.0,0.0,0,0,
9502,F.,Stokes,0,0,0,,0.0,0.0,0.0,0,0,
9503,Vere,St. Leger Goold,0,0,0,,0.0,0.0,0.0,0,0,
9504,H.,Solly,0,0,0,,0.0,0.0,0.0,0,0,
9505,A.,Schacht,0,0,0,,0.0,0.0,0.0,0,0,
9506,E.,Seymour,0,0,0,,0.0,0.0,0.0,0,0,
9507,B.,Smith,0,0,0,,0.0,0.0,0.0,0,0,
9508,H.,Soden,0,0,0,,0.0,0.0,0.0,0,0,
9509,A.,Simmonds,0,0,0,,0.0,0.0,0.0,0,0,
9510,Quincy,Shaw,USA,0,0,,0.0,0.0,0.0,0,0,
9511,P.,Sears,0,0,0,,0.0,0.0,0.0,0,0,
9512,H.,Satterlee,0,0,0,,0.0,0.0,0.0,0,0,
9513,C.,Stickney,0,0,0,,0.0,0.0,0.0,0,0,
9514,G.,Smith,0,0,0,,0.0,0.0,0.0,0,0,
9515,H.,Sears,0,0,0,,0.0,0.0,0.0,0,0,
9516,P.,Sharples,0,0,0,,0.0,0.0,0.0,0,0,
9517,W.,Shippen,0,0,0,,0.0,0.0,0.0,0,0,
9518,F.,Smith,0,0,0,,0.0,0.0,0.0,0,0,
9519,.,Saunders,0,0,0,,0.0,0.0,0.0,0,0,
9520,Carl,Soderlund,SWE,Sweden,"Stockholm, Sweden",1997-06-03,0.0,80.0,188.0,Right-Handed,Two-Handed Backhand,27.0
9521,Fajing,Sun,CHN,0,"Shan Xi, China",1996-10-03,0.0,75.0,178.0,Right-Handed,Two-Handed Backhand,28.0
9522,Benjamin,Sigouin,CAN,"Vancouver, BC, Canada","Vancouver, BC, Canada",1999-06-03,0.0,73.0,193.0,Right-Handed,Two-Handed Backhand,25.0
9523,Ryan James,Storrie,GBR,0,"Dorchester, England",1998-02-28,0.0,0.0,0.0,Right-Handed,Two-Handed Backhand,26.0
9524,Issa,Shanan Al Harrasi,QAT,0,0,1999-08-19,0.0,0.0,0.0,0,0,25.0
9525,Patrik,Sudic,CRO,0,0,1995-02-06,0.0,0.0,0.0,Right-Handed,Two-Handed Backhand,29.0
9526,Kiyotaka,Tachibana,JPN,0,0,1960-02-02,0.0,0.0,0.0,0,0,64.0
9527,Eiji,Takeuchi,JPN,0,0,,0.0,0.0,0.0,0,0,
9528,Byron,Talbot,RSA,"Johannesburg, South Africa","Johannesburg, South Africa",1964-09-15,1988.0,79.0,183.0,0,0,60.0
9529,Nobuya,Tamura,JPN,0,0,,0.0,0.0,0.0,0,0,
9530,Roscoe,Tanner,USA,0,"Chattanooga, TN",1951-10-15,0.0,77.0,183.0,0,0,73.0
9531,Balazs,Taroczy,HUN,0,"Budapest, Hungary",1954-05-09,0.0,77.0,183.0,0,0,70.0
9532,Derek,Tarr,USA,0,"East London, South Africa",1959-09-15,0.0,82.0,185.0,0,0,65.0
9533,Shoichi,Tatsuno,JPN,0,0,,0.0,0.0,0.0,0,0,
9534,Michael,Tauson,DEN,0,"Copenhagen, Denmark",1966-06-25,0.0,84.0,193.0,0,0,58.0
9535,Brian,Teacher,USA,0,"San Diego, CA",1954-12-23,0.0,79.0,191.0,0,0,70.0
9536,Eliot,Teltscher,USA,"Irvine, CA, USA","Palos Verdes, CA, USA",1959-03-15,1977.0,68.0,178.0,0,0,65.0
9537,Harald,Theissen,GER,0,0,1959-03-23,0.0,0.0,0.0,0,0,65.0
9538,Ben,Testerman,USA,0,"Knoxville, TN",1962-02-02,0.0,82.0,185.0,0,0,62.0
9539,Stephen,Thompson,AUS,0,0,,0.0,0.0,0.0,0,0,
9540,Gustavo,Tiberti,ARG,0,"Rosario, Argentina",1959-12-11,0.0,70.0,175.0,0,0,65.0
9541,Magnus,Tideman,SWE,0,"Uppsala, Sweden",1963-04-09,0.0,82.0,193.0,0,0,61.0
9542,Matti,Timonen,FIN,0,0,,0.0,0.0,0.0,0,0,
9543,Alberto,Tous,ESP,0,"Palma, Mallorca, Spain",1962-08-03,0.0,70.0,175.0,0,0,62.0
9544,Phillip,Tuckniss,ZIM,0,0,,0.0,0.0,0.0,0,0,
9545,Craig,Tregonning,AUS,0,0,,0.0,0.0,0.0,0,0,
9546,Thierry,Tulasne,FRA,0,"Aix-en-Bains, France",1963-07-12,0.0,73.0,178.0,0,0,61.0
9547,Jeff,Turpin,USA,"Dallas, TX","Dallas, TX",1960-05-13,0.0,90.0,188.0,0,0,64.0
9548,Desmond,Tyson,AUS,0,"Griffith, NSW, Australia",1965-09-26,0.0,79.0,185.0,0,0,59.0
9549,Shamil,Tarpischev,RUS,0,0,,0.0,0.0,0.0,0,0,
9550,Ferdi,Taygan,USA,0,"Worcester, MA",1956-12-05,1977.0,68.0,173.0,0,0,68.0
9551,Luis Felipe,Tavares,BRA,0,0,1949-09-26,0.0,0.0,0.0,0,0,75.0
9552,Peter,Thrupp,AUS,0,"Brisbane, Australia",1963-12-23,0.0,78.0,183.0,0,0,61.0
9553,Ion,Tiriac,ROU,0,0,1939-05-09,0.0,0.0,0.0,0,0,85.0
9554,Paul,Torre,FRA,0,"Paris, France",1953-05-18,0.0,69.0,180.0,0,0,71.0
9555,Roger,Taylor,GBR,0,0,1941-10-14,0.0,0.0,0.0,0,0,83.0
9556,Robert,Trogolo,RSA,0,0,1953-06-15,0.0,77.0,180.0,0,0,71.0
9557,Rolf,Thung,NED,"Amstelveen, The Netherlands","Naarden, The Netherlands",1951-07-27,1973.0,82.0,191.0,0,0,73.0
9558,Steven,Turner,USA,0,0,1946-10-17,0.0,0.0,0.0,0,0,78.0
9559,Mark,Turpin,USA,"New Braunfels, TX","Clinton, OK",1957-02-04,0.0,82.0,183.0,0,0,67.0
9560,Jorge,Todero,ARG,0,0,,0.0,0.0,0.0,0,0,
9561,James,Turner,GBR,0,"Bathford, Avon, England",1965-07-02,0.0,73.0,180.0,0,0,59.0
9562,Kiyoski,Tanabe,JPN,0,0,1948-04-22,0.0,0.0,0.0,0,0,76.0
9563,Toyokazu,Tomogane,JPN,0,0,,0.0,0.0,0.0,0,0,
9564,Kunio,Tsukamoto,JPN,0,0,,0.0,0.0,0.0,0,0,
9565,Gerard,Toulon,FRA,0,"Fez, France",1954-09-24,0.0,73.0,185.0,0,0,70.0
9566,John,Trickey,AUS,0,0,,0.0,0.0,0.0,0,0,
9567,Jeff,Twist,AUS,0,0,,0.0,0.0,0.0,0,0,
9568,Sergio,Tacchini,ITA,0,0,,0.0,0.0,0.0,0,0,
9569,Juan,Torralbo,ESP,0,0,,0.0,0.0,0.0,0,0,
9570,Steve,Tidball,USA,0,0,,0.0,0.0,0.0,0,0,
9571,Piero,Toci,ITA,0,0,,0.0,0.0,0.0,0,0,
9572,George,Taylor,USA,0,"Redlands, CA, U.S.A.",1950-05-04,0.0,0.0,0.0,0,0,74.0
9573,Frank,Tutvin,USA,0,0,,0.0,0.0,0.0,0,0,
9574,Gary,Thoroughood,AUS,0,0,,0.0,0.0,0.0,0,0,
9575,R.,Terry,0,0,0,,0.0,0.0,0.0,0,0,
9576,Yuji,Tezuka,JPN,0,0,,0.0,0.0,0.0,0,0,
9577,William,Tym,USA,0,0,,0.0,0.0,0.0,0,0,
9578,Tony,Trabert,USA,0,"Cincinnati, OH",1930-08-10,0.0,82.0,185.0,0,0,94.0
9579,Graeme,Thomson,AUS,0,0,,0.0,0.0,0.0,0,0,
9580,Jacques,Thamin,FRA,0,0,1952-05-23,0.0,0.0,0.0,0,0,72.0
9581,Takesji,Tsujimoto,JPN,0,0,,0.0,0.0,0.0,0,0,
9582,Gary,Teagle,AUS,0,0,,0.0,0.0,0.0,0,0,
9583,Larry,Turville,USA,0,"St. Petersburg, FL, U.S.A.",1949-06-04,0.0,0.0,0.0,0,0,75.0
9584,Waldemar,Timm,GER,0,0,1946-11-04,0.0,0.0,0.0,0,0,78.0
9585,Toshihisa,Tsuchihashi,JPN,0,"Kagoshima, Japan",1966-10-18,0.0,0.0,0.0,0,0,58.0
9586,Ryuso,Tsujino,JPN,0,0,1969-02-24,0.0,0.0,0.0,0,0,55.0
9587,Masayoshi,Takeyari,JPN,0,0,,0.0,0.0,0.0,0,0,
9588,Andres,Tielemans,BEL,0,0,,0.0,0.0,0.0,0,0,
9589,D.,Turner,AUS,0,0,,0.0,0.0,0.0,0,0,
9590,T.,Tang,TPE,0,0,,0.0,0.0,0.0,0,0,
9591,Tim,Trigueiro,USA,0,"Santa Barbara, CA",1967-01-16,0.0,79.0,188.0,0,0,57.0
9592,Torben,Theine,GER,0,"Bad Oeynhausen, Germany",1968-07-10,0.0,73.0,183.0,0,0,56.0
9593,Kenny,Thorne,USA,"Gainesville, GA","Honolulu, HI",1966-01-24,1989.0,79.0,188.0,0,0,58.0
9594,Justedjo,Tarik,INA,0,0,,0.0,0.0,0.0,0,0,
9595,Carl,Turich,AUS,0,0,1969-01-01,0.0,0.0,0.0,0,0,55.0
9596,Mario,Tabares,CUB,"Havana, Cuba","Havana, Cuba",1965-07-22,1987.0,70.0,180.0,0,0,59.0
9597,Chip,Tolleson,USA,0,0,,0.0,0.0,0.0,0,0,
9598,Miguel,Tobon,COL,0,"Medellin, Colombia",1968-06-22,0.0,76.0,185.0,0,0,56.0
9599,Arne,Thoms,GER,"Hannover, Germany","Osnabruck, Germany",1971-01-01,1989.0,82.0,188.0,0,0,53.0
9600,Jeff,Tarango,USA,"Manhattan Beach, CA, USA","Manhattan Beach, CA, USA",1968-11-20,1989.0,73.0,180.0,0,0,56.0
9601,Shinya,Tanaka,JPN,0,0,,0.0,0.0,0.0,0,0,
9602,Peter,Tramacchi,AUS,"Sunshine Coast, QLD, AUS","Gympie, Queensland, AUS",1970-11-08,1992.0,88.0,185.0,0,0,54.0
9603,Milan,Trneny,CZE,0,0,1971-03-06,0.0,0.0,0.0,0,0,53.0
9604,Mikael,Tillstrom,SWE,"Monte Carlo, Monaco","Jonkoping, Sweden",1972-03-05,1991.0,73.0,185.0,0,0,52.0
9605,Laurence,Tieleman,ITA,"Brussels, Belgium/Assisi,Italy","Brussels, Belgium",1972-11-14,1993.0,75.0,180.0,0,0,52.0
9606,Toshitsugu,Mori,JPN,0,0,,0.0,0.0,0.0,0,0,
9607,Hidehiko,Tanizawa,JPN,0,0,,0.0,0.0,0.0,0,0,
9608,Lukas,Thomas,CZE,0,0,,0.0,0.0,0.0,0,0,
9609,S.,Teterion,RUS,0,0,,0.0,0.0,0.0,0,0,
9610,Hugh,Thomson,USA,0,0,,0.0,0.0,0.0,0,0,
9611,Stephen,Temple,NZL,"Hong Kong, China","Wellington, New Zealand",1953-12-18,0.0,80.0,175.0,0,0,71.0
9612,Igor,Tihonenko,RUS,0,0,,0.0,0.0,0.0,0,0,
9613,Mehdi,Tahiri,MAR,"Barcelona, Spain","Rabat, Morocco",1977-07-28,1996.0,78.0,183.0,0,0,47.0
9614,Michael,Tebbutt,AUS,"Sydney, NSW, Australia","Sydney, NSW, Australia",1970-12-22,1993.0,82.0,191.0,0,0,54.0
9615,Gabriel,Trifu,ROU,"Orlando, Florida, USA","Bucharest, Romania",1975-04-14,1994.0,89.0,193.0,0,0,49.0
9616,Ignacio,Truyol,ESP,0,0,1973-08-17,1993.0,64.0,170.0,0,0,51.0
9617,Eric,Taino,PHI,"Los Angeles, CA","Jersey City, NJ, USA",1975-03-18,1997.0,75.0,175.0,0,0,49.0
9618,Kim,Tiilikainen,FIN,0,0,1975-07-08,1994.0,70.0,180.0,0,0,49.0
9619,Jim,Thomas,USA,"Canton, Ohio, USA","Canton, Ohio, USA",1974-09-24,1996.0,91.0,193.0,0,0,50.0
9620,Dmitri,Tomashevich,UZB,0,0,1974-03-06,0.0,0.0,0.0,0,0,50.0
9621,Nicolas,Thomann,FRA,"Mulhouse, France","Mulhouse, France",1972-11-29,1996.0,79.0,183.0,0,0,52.0
9622,Clemens,Trimmel,AUT,"Vienna, Austria","Vienna, Austria",1978-06-08,1997.0,83.0,185.0,0,0,46.0
9623,Melvin,Tong,HKG,0,0,1975-02-19,0.0,0.0,0.0,0,0,49.0
9624,Nicklas,Timfjord,SWE,0,0,1977-03-18,0.0,75.0,180.0,0,0,47.0
9625,Ivaylo,Traykov,BUL,"Sofia, Bulgaria","Sofia, Bulgaria",1978-12-17,1995.0,90.0,188.0,0,0,46.0
9626,Michal,Tabara,CZE,"Napajedla, Czech Republic","Uherske Hradiste, Czech Rep.",1979-08-11,1997.0,73.0,175.0,Right-Handed,Two-Handed Backhand,45.0
9627,Artemi,Tchernenko,RUS,0,0,1978-04-04,0.0,0.0,0.0,0,0,46.0
9628,Stefano,Tarallo,ITA,"Rome, Italy","Rome, Italy",1976-03-08,1996.0,75.0,185.0,0,0,48.0
9629,Marko,Tkalec,SLO,maribor slovenia,maribor,1977-03-17,1997.0,78.0,178.0,0,0,47.0
9630,Nicolas,Todero,ARG,Miami,La Plata,1979-04-15,1998.0,81.0,183.0,0,0,45.0
9631,Takahiro,Terachi,JPN,"Chiba, Japan",0,1979-07-08,1998.0,0.0,0.0,0,0,45.0
9632,Marcio,Torres,BRA,"Orlando, Florida","Belo Horizonte, Brazil",1981-01-24,2003.0,75.0,185.0,0,0,43.0
9633,Gabriel,Trujillo-Soler,ESP,0,0,1979-09-30,0.0,0.0,0.0,0,0,45.0
9634,Goran,Tosic,SRB,0,0,1982-10-07,0.0,0.0,0.0,0,0,42.0
9635,Dmitry,Tursunov,RUS,"Moscow, Russia","Moscow, Russia",1982-12-12,2000.0,82.0,185.0,Right-Handed,Two-Handed Backhand,42.0
9636,Tomas,Tenconi,ITA,"Buenos Aires, Argentina","Buenos Aires, Argentina",1980-09-03,2000.0,70.0,178.0,0,0,44.0
9637,Orest,Tereshchuk,UKR,0,0,1981-08-18,0.0,0.0,0.0,0,0,43.0
9638,Nicolas,Tourte,FRA,0,0,1979-08-18,0.0,0.0,0.0,0,0,45.0
9639,Kiantki,Thomas,USA,0,0,1975-10-28,0.0,0.0,0.0,0,0,49.0
9640,Stephen,Taylor,IRL,0,0,1980-04-25,0.0,0.0,0.0,0,0,44.0
9641,Harry,Turnbull,AUS,0,0,,0.0,0.0,0.0,0,0,
9642,Brian,Tobin,AUS,0,"Perth, WA, Australia",1930-12-05,1968.0,0.0,0.0,0,0,94.0
9643,Adam,Thompson,NZL,0,0,1982-07-28,0.0,0.0,0.0,0,0,42.0
9644,Tiago,Sousa,POR,0,0,1978-11-14,0.0,0.0,0.0,0,0,46.0
9645,Milan,Tajenar,CZE,0,0,,0.0,0.0,0.0,0,0,
9646,Janko,Tipsarevic,SRB,"Belgrade, Serbia","Belgrade, Serbia",1984-06-22,2002.0,80.0,180.0,Right-Handed,Two-Handed Backhand,40.0
9647,Horia,Tecau,ROU,"Constanta, Romania",Brasov,1985-01-19,2003.0,88.0,191.0,Right-Handed,Two-Handed Backhand,39.0
9648,Josko,Topic,CRO,0,0,1983-12-08,0.0,0.0,0.0,0,0,41.0
9649,Sasa,Tuksar,CRO,0,0,1983-05-12,2002.0,72.0,180.0,0,0,41.0
9650,John,Tidball,USA,0,"Van Nuys, CA, USA",1946-12-21,0.0,0.0,0.0,0,0,78.0
9651,Leonardo,Tavares,POR,"Espinho, Portugal","Espinho, Portugal",1984-02-20,0.0,0.0,0.0,Right-Handed,Two-Handed Backhand,40.0
9652,Doug,Tough,CAN,0,0,,0.0,0.0,0.0,0,0,
9653,Clinton,Thomson,GER,"Solingen, Germany","Sydney, Australia",1984-11-28,0.0,80.0,0.0,0,0,40.0
9654,Jo-Wilfried,Tsonga,FRA,"Gingins, Switzerland","Le Mans, France",1985-04-17,2004.0,91.0,188.0,Right-Handed,Two-Handed Backhand,39.0
9655,Viktor,Troicki,SRB,"Belgrade, Serbia","Belgrade, Serbia",1986-02-10,2006.0,86.0,193.0,Right-Handed,Two-Handed Backhand,38.0
9656,A,Trenkel,GER,0,0,,0.0,0.0,0.0,0,0,
9657,Aljoscha,Thron,GER,0,0,1987-06-15,0.0,0.0,0.0,0,0,37.0
9658,Vartan,Tetikbas,TUR,0,0,,0.0,0.0,0.0,0,0,
9659,Kenneth,Tsui,PHI,0,0,,0.0,0.0,0.0,0,0,
9660,Peter,Tudhope,RSA,0,0,1950-07-01,0.0,0.0,0.0,0,0,74.0
9661,Widyo,Tetuko,INA,0,0,,0.0,0.0,0.0,0,0,
9662,Graham,Thompson,0,0,0,,0.0,0.0,0.0,0,0,
9663,Phil,Tovey,GBR,0,0,,0.0,0.0,0.0,0,0,
9664,Erling,Tveit,NOR,0,0,1984-12-28,0.0,0.0,0.0,0,0,40.0
9665,Walter,Trusendi,ITA,0,0,1985-01-03,0.0,0.0,0.0,0,0,39.0
9666,Gonzalo,Tur,ARG,Argentina,0,1988-06-23,0.0,0.0,0.0,0,0,36.0
9667,Paul,Thompson,0,0,0,,0.0,0.0,0.0,0,0,
9668,Kento,Takeuchi,JPN,Japan,0,1987-12-19,0.0,0.0,0.0,0,0,37.0
9669,David,Thurner,GER,0,0,1990-01-12,0.0,0.0,0.0,0,0,34.0
9670,Po,Tau,0,0,0,,0.0,0.0,0.0,0,0,
9671,Peter,Torebko,GER,"Wesel, Germany","Bytom, Poland",1988-02-10,2008.0,84.0,185.0,Right-Handed,Two-Handed Backhand,36.0
9672,Yannick,Thivant,FRA,Paris,Sucy En Brie,1987-01-22,0.0,78.0,180.0,0,0,37.0
9673,Matteo,Trevisan,ITA,"Florence, Italy","Florence, Italy",1989-08-13,0.0,80.0,183.0,Right-Handed,Two-Handed Backhand,35.0
9674,Nathan,Thompson,USA,0,0,1982-12-16,0.0,79.0,0.0,0,0,42.0
9675,Thales,Turini,BRA,0,0,1989-07-18,0.0,0.0,0.0,0,0,35.0
9676,Patrick,Taubert,GER,0,0,1987-07-28,0.0,0.0,0.0,0,0,37.0
9677,Martin,Trueva,POR,0,0,1991-09-19,0.0,0.0,0.0,0,0,33.0
9678,Sean,Thornley,GBR,"West Wickham, Great Britain","Bristol, Great Britain",1989-05-31,0.0,0.0,0.0,0,0,35.0
9679,Yannick,Thomet,SUI,0,0,1988-05-25,0.0,0.0,0.0,0,0,36.0
9680,Norman,Tam,USA,0,0,,0.0,0.0,0.0,0,0,
9681,Andrew,Thomas,AUS,0,0,1990-03-01,0.0,0.0,0.0,0,0,34.0
9682,Tsung-Hua,Yang,TPE,"Hsinchu, Taiwan","Hsinchu, Taiwan",1991-03-29,2006.0,80.0,178.0,0,0,33.0
9683,Bastian,Trinker,AUT,Portschach am Woerthersee,Portschach am Worthersee,1990-05-11,0.0,83.0,191.0,Right-Handed,One-Handed Backhand,34.0
9684,Jonathan,Tragardh,USA,0,0,1986-04-03,0.0,0.0,0.0,0,0,38.0
9685,Ignacio,Taboada,USA,0,0,1989-12-06,0.0,0.0,0.0,0,0,35.0
9686,Maxime,Teixeira,FRA,"Paris, France",0,1989-01-18,2010.0,75.0,188.0,0,0,35.0
9687,Ty,Trombetta,USA,"Miami, Florida, USA","Miami, Florida, USA",1990-05-21,0.0,77.0,188.0,Right-Handed,Two-Handed Backhand,34.0
9688,Finn,Tearney,NZL,"Wellington, New Zealand",Auckland,1990-09-27,0.0,80.0,183.0,0,0,34.0
9689,Stefano,Travaglia,ITA,"Foligno, Italy","Ascoli Piceno, Italy",1991-12-18,2008.0,80.0,185.0,Right-Handed,Two-Handed Backhand,33.0
9690,Angel,Torres,CHI,0,0,1990-02-22,0.0,0.0,0.0,0,0,34.0
9691,Alex,Theiler,CHI,0,0,1991-01-12,0.0,0.0,0.0,0,0,33.0
9692,Ryan,Thacher,USA,0,0,1989-10-06,0.0,0.0,0.0,0,0,35.0
9693,Roman,Tudoreanu,MDA,0,0,1987-03-04,0.0,0.0,0.0,0,0,37.0
9694,Marco,Trungelliti,ARG,"Barcelona, Spain","Santiago del Estero, Argentina",1990-01-31,2008.0,78.0,180.0,Right-Handed,Two-Handed Backhand,34.0
9695,Tomislav,Ternar,SLO,0,0,1990-09-16,0.0,0.0,0.0,0,0,34.0
9696,Bernard,Tomic,AUS,"Monte Carlo, Monaco","Stuttgart, Germany",1992-10-21,2008.0,91.0,196.0,Right-Handed,Two-Handed Backhand,32.0
9697,Ivan,Turudic,CRO,0,0,1991-06-19,0.0,0.0,0.0,0,0,33.0
9698,Abhijeet,Tiwari,IND,0,0,1990-08-01,0.0,0.0,0.0,0,0,34.0
9699,Alexandre,Tsuchiya,BRA,"Sao paulo,brazil",Sao paulo,1992-12-05,0.0,74.0,180.0,Right-Handed,Two-Handed Backhand,32.0
9700,David,Thomson,GBR,0,0,,0.0,0.0,0.0,0,0,
9701,Igor,Tubic,SWE,0,0,1989-04-18,0.0,0.0,0.0,0,0,35.0
9702,Edoardo,Tessaro,ITA,0,0,1992-11-24,0.0,0.0,0.0,0,0,32.0
9703,Wishaya,Trongcharoenchaikul,THA,0,0,1995-04-08,0.0,0.0,0.0,Right-Handed,Two-Handed Backhand,29.0
9704,Dominic,Thiem,AUT,"Lichtenwörth, Austria","Wiener Neustadt, Austria",1993-09-03,2011.0,82.0,185.0,Right-Handed,One-Handed Backhand,31.0
9705,Maxime,Tchoutakian,FRA,"Peynier , France","Paris, France",1994-01-03,0.0,68.0,183.0,Right-Handed,Two-Handed Backhand,30.0
9706,Clay,Thompson,USA,"Venice Beach, CA, USA","Venice Beach, CA, USA",1992-05-04,0.0,86.0,198.0,Right-Handed,Two-Handed Backhand,32.0
9707,Adam,Thornton-Brown,GBR,0,0,1991-05-15,0.0,0.0,0.0,0,0,33.0
9708,Youssef,Tamimount,MAR,0,0,,0.0,0.0,0.0,0,0,
9709,Taha,Tifnouti,MAR,0,0,1994-10-10,0.0,0.0,0.0,0,0,30.0
9710,Pol,Toledo Bague,ESP,"Barcelona, Spain","Matanet de la Selva, Spain",1994-12-22,0.0,71.0,178.0,0,0,30.0
9711,Marko,Tepavac,SRB,"Belgrade, Serbia","Belgrade, Serbia",1994-04-05,0.0,90.0,193.0,Right-Handed,Two-Handed Backhand,30.0
9712,Luca George,Tatomir,ROU,"Bucharest, Romania","Bucharest, Romania",1995-08-21,0.0,81.0,191.0,Right-Handed,Two-Handed Backhand,29.0
9713,Gabriel,Townes,USA,0,0,1992-04-02,0.0,0.0,0.0,Right-Handed,Two-Handed Backhand,32.0
9714,Pablo,Tellez,COL,0,0,1995-06-04,0.0,0.0,0.0,0,0,29.0
9715,Teeradon,Tortrakul,THA,0,0,1996-01-29,0.0,0.0,0.0,0,0,28.0
9716,S,Tanabe,JPN,0,0,,0.0,0.0,0.0,0,0,
9717,Jordan,Thompson,AUS,"Sydney, Australia","Sydney, Australia",1994-04-20,2013.0,73.0,183.0,Right-Handed,Two-Handed Backhand,30.0
9718,Ante,Tepic,SWE,0,0,,0.0,0.0,0.0,0,0,
9719,Johan,Tatlot,FRA,"Paris, France","Schoelcher, France",1996-03-26,0.0,80.0,180.0,Right-Handed,Two-Handed Backhand,28.0
9720,Jeff,Tobin,AUS,0,0,,0.0,0.0,0.0,0,0,
9721,Vullnet,Tashi,SUI,Spain,"Solothurn, Switzerland",1993-01-10,0.0,80.0,188.0,Right-Handed,Two-Handed Backhand,31.0
9722,W,Thom,NZL,0,0,,0.0,0.0,0.0,0,0,
9723,K.,Tobin,AUS,0,0,,0.0,0.0,0.0,0,0,
9724,N.,Trotter,0,0,0,,0.0,0.0,0.0,0,0,
9725,Unknown,Thomas,GBR,0,0,,0.0,0.0,0.0,0,0,
9726,Andre,Thielemans,BEL,0,0,1937-06-09,0.0,0.0,0.0,0,0,87.0
9727,L. B. ,Taylor,GBR,0,0,,0.0,0.0,0.0,0,0,
9728,R. P.,Tuck,GBR,0,0,,0.0,0.0,0.0,0,0,
9729,A. M. ,Thomas,GBR,0,0,,0.0,0.0,0.0,0,0,
9730,.,Terrade,ITA,0,0,,0.0,0.0,0.0,0,0,
9731,Evgeny,Tyurnev,RUS,0,0,1997-04-08,0.0,0.0,0.0,Right-Handed,Two-Handed Backhand,27.0
9732,Williams,Tully,USA,0,0,1925-12-09,0.0,0.0,0.0,0,0,99.0
9733,Frances,Tiafoe,USA,"Orlando, FL, USA","Hyattsville, MD, USA",1998-01-20,2015.0,77.0,188.0,Right-Handed,Two-Handed Backhand,26.0
9734,Ed,Turville,USA,0,0,1944-06-13,0.0,0.0,0.0,0,0,80.0
9735,J.,Thomson,CAN,0,0,,0.0,0.0,0.0,0,0,
9736,Song-Kean,Tan,MAS,0,0,,0.0,0.0,0.0,0,0,
9737,Humphrey,Truman,0,0,0,1935-08-05,0.0,0.0,0.0,0,0,89.0
9738,James,Tattersall,GBR,0,0,,0.0,0.0,0.0,0,0,
9739,Hugh,Tierney,USA,0,0,,0.0,0.0,0.0,0,0,
9740,Donald,Thompson,USA,0,0,1934-01-10,0.0,0.0,0.0,0,0,90.0
9741,Hal,Trevenen,USA,0,0,,0.0,0.0,0.0,0,0,
9742,Allen,Tong,USA,0,0,,0.0,0.0,0.0,0,0,
9743,Liep-Tjauw,Tan,INA,0,0,,0.0,0.0,0.0,0,0,
9744,Yves,Thieullent,FRA,0,0,,0.0,0.0,0.0,0,0,
9745,Bill,Talbert,USA,0,0,1918-09-04,0.0,0.0,0.0,0,0,106.0
9746,Jacques,Thomas,FRA,0,0,1922-04-13,0.0,0.0,0.0,0,0,102.0
9747,Ernest,Targett,AUS,0,0,,0.0,0.0,0.0,0,0,
9748,Donald,Tregonning,AUS,0,0,1928-11-26,0.0,0.0,0.0,0,0,96.0
9749,Juan Maria,Tintore,ESP,0,0,,0.0,0.0,0.0,0,0,
9750,Edwin,Tsai,HKG,0,0,,0.0,0.0,0.0,0,0,
9751,Ignacy,Tloczynski,POL,0,0,1911-07-14,0.0,0.0,0.0,0,0,113.0
9752,Jack,Tuero,USA,0,0,,0.0,0.0,0.0,0,0,
9753,Paul,Toussaint,BEL,0,0,,0.0,0.0,0.0,0,0,
9754,Athol,Tills,NZL,0,0,,0.0,0.0,0.0,0,0,
9755,Marcelo,Taverne,CHI,0,0,1916-12-18,0.0,0.0,0.0,0,0,108.0
9756,Frank,Thompson,USA,0,0,,0.0,0.0,0.0,0,0,
9757,Clark,Taylor,USA,0,0,,0.0,0.0,0.0,0,0,
9758,Mahmoud,Talaat,EGY,0,0,,0.0,0.0,0.0,0,0,
9759,Bert,Tonkin,AUS,0,0,,0.0,0.0,0.0,0,0,
9760,Gwyn,Tuckett,GBR,0,0,,0.0,0.0,0.0,0,0,
9761,Bruce,Thomas,USA,0,0,,0.0,0.0,0.0,0,0,
9762,Donald,Turnbull,AUS,0,0,1909-08-25,0.0,0.0,0.0,0,0,115.0
9763,David,Thompson,AUS,0,0,,0.0,0.0,0.0,0,0,
9764,W.,Tytherleigh,0,0,0,,0.0,0.0,0.0,0,0,
9765,W.,Teague,0,0,0,,0.0,0.0,0.0,0,0,
9766,Geoff,Thomas,AUS,0,0,,0.0,0.0,0.0,0,0,
9767,Duncan,Thompson,AUS,0,0,,0.0,0.0,0.0,0,0,
9768,Ronald,Thomas,AUS,0,0,,0.0,0.0,0.0,0,0,
9769,Guillaume,Troncin,FRA,0,0,,0.0,0.0,0.0,0,0,
