,name,address,city,zip_code,type,count,clay,wall,grass,indoor,lights,proshop,latitude,clay,wall,grass,indoor,lights,stringing
Jefferson College,Viking Drive,st. louis,mo,Public,6,False,True,False,False,False,False,38,-90.5573094,0,1,0,0,0,0
Flintridge,Roanoke Drive,los angeles,ca,Homeowners Community,1,False,False,False,False,True,False,33,-117.6393378,0,0,0,0,1,0
Sierra Ranch,South Street,phoenix,az,Homeowners Community,1,False,False,False,False,False,False,33,-111.6220164,0,0,0,0,0,0
Archstone Old Raleigh,Sedgewood Drive,raleigh-durham-chapel hill,nc,Homeowners Community,2,False,False,False,False,False,False,35,-78.7151849,0,0,0,0,0,0
Omni Middle School,Jog Road,west palm beach - boca raton,fl,Public,4,False,False,False,False,False,False,26,-80.1466584,0,0,0,0,0,0
Thomas W. Pyle Middle School,Wilson Lane,washington,dc,Public,6,False,False,False,False,True,False,38,-77.131566,0,0,0,0,1,0
Old Landover Park,Oak Street,washington,dc,Public,1,False,True,False,False,False,False,38,-76.90063,0,1,0,0,0,0
Heron Pointe,Boynton Place Circle,west palm beach - boca raton,fl,Homeowners Community,1,False,False,False,False,True,False,26,-80.1339018,0,0,0,0,1,0
Laurels of Sherwood Forest,Springs Boulevard,west palm beach - boca raton,fl,Homeowners Community,2,False,True,False,False,True,False,26,-80.1388264,0,1,0,0,1,0
Palencia,Palencia Drive,tampa-st. petersburg-clearwater,fl,Homeowners Community,2,False,False,False,False,True,False,28,-82.4999428,0,0,0,0,1,0
The Verandahs,Mentmore Boulevard,tampa-st. petersburg-clearwater,fl,Homeowners Community,2,False,False,False,False,False,False,28,-82.5079358,0,0,0,0,0,0
Woodhill,Dorscher Road,orlando,fl,Homeowners Community,1,True,False,False,False,False,False,28,-81.4845335,1,0,0,0,0,0
Creekside Park,Brushy Creek Road,austin-san marcos,tx,Public,2,False,True,False,False,True,False,30,-97.7386987,0,1,0,0,1,0
Tyler Park,Baxter Avenue,louisville,ky,Public,6,False,True,False,False,True,False,38,-85.7164586,0,1,0,0,1,0
Westminster High School,West Avenue,denver,co,Public,4,False,False,False,False,False,False,39,-105.04187,0,0,0,0,0,0
Shadow Ridge Middle School,Holly Street,denver,co,Public,4,False,False,False,False,False,False,39,-104.92381,0,0,0,0,0,0
Palos Park Recreation Center,West Street,chicago,il,Public,2,False,False,False,False,False,False,41,-87.838611,0,0,0,0,0,0
Polo Run Apartments,Gazebo Way,indianapolis,in,Homeowners Community,2,False,False,False,False,False,False,39,-86.1301303,0,0,0,0,0,0
Willow Ponds (Sound Housing),Willow Pond Lane,new york,ny,Homeowners Community,2,False,False,False,False,False,False,40,-72.6843131,0,0,0,0,0,0
Heritage Orchard Hill,Blueberry Court,philadelphia,pa,Homeowners Community,2,False,False,False,False,False,False,40,-75.2765286,0,0,0,0,0,0
Burr Elementary School,Pine Street,boston,ma,Public,2,False,False,False,False,False,False,42,-71.2424755,0,0,0,0,0,0
Stonegate,Johnson Road,atlanta,ga,Homeowners Community,2,False,False,False,False,False,False,33,-84.3996441,0,0,0,0,0,0
Princeton West,Saxon Way,atlanta,ga,Homeowners Community,2,False,False,False,False,False,False,33,-84.4467974,0,0,0,0,0,0
Hunters Chase Apartments,Hunters Chase Drive,cleveland,oh,Homeowners Community,2,False,False,False,False,True,False,41,-81.9415498,0,0,0,0,1,0
Hillside Park,Northwest Culpepper Terrace,portland,or,Public,1,False,False,False,False,False,False,45,-122.7093995,0,0,0,0,0,0
Village on the Green,Raintree Lane,cincinnati,oh,Homeowners Community,1,False,False,False,False,False,False,39,-84.200002,0,0,0,0,0,0
Mayer Park,Poe Street,greensboro-winston-salem,nc,Public,1,False,False,False,False,False,False,36,-79.8196864,0,0,0,0,0,0
Fleming Island High School,Village Square Parkway,jacksonville,fl,Public,6,False,False,False,False,False,False,30,-81.7115128,0,0,0,0,0,0
Briar Hill,West Street,new york,ny,Homeowners Community,2,False,False,False,False,False,False,40,-73.9104044,0,0,0,0,0,0
Hedgerow Apartments,Heather Row,memphis,tn,Homeowners Community,1,False,False,False,False,False,False,35,-89.8332417,0,0,0,0,0,0
The Woodlands,Kenwood Court,albany,ny,Homeowners Community,1,False,False,False,False,False,False,42,-73.7714982,0,0,0,0,0,0
Brookhaven High School,Karl Road,columbus,oh,Public,3,False,False,False,False,False,False,40,-82.9821718,0,0,0,0,0,0
"University of California, Irvine - ARC Fields",Arroyo Drive,los angeles,ca,Public,6,False,False,False,False,True,False,33,-117.8258693,0,0,0,0,1,0
Shawnee Mission Northwest High School,West Street,kansas city,mo,Public,6,False,False,False,False,False,False,39,-94.7338307,0,0,0,0,0,0
White Birch Park,Freeland Drive,st. louis,mo,Public,2,False,True,False,False,True,False,38,-90.3816247,0,1,0,0,1,0
Riverglen,Azevedo Drive,sacramento-yolo,ca,Homeowners Community,1,False,False,False,False,True,False,38,-121.5101302,0,0,0,0,1,0
Tamarac Sports Complex,Northwest Street,miami-fort lauderdale,fl,Public,4,False,False,False,False,True,False,26,-80.2852213,0,0,0,0,1,0
Windswept Townhome,Algonquin Drive,houston - galveston - brazoria,tx,Homeowners Community,2,False,False,False,False,True,False,29,-95.1968819,0,0,0,0,1,0
Lakecrest,Belle Rive Boulevard,jacksonville,fl,Homeowners Community,1,False,False,False,False,True,False,30,-81.5475869,0,0,0,0,1,0
Eastwick Recreation Park Playground,Mars Place,philadelphia,pa,Public,5,False,False,False,False,True,False,39,-75.250457,0,0,0,0,1,0
Junod Playground,Dunks Ferry Road,philadelphia,pa,Public,4,False,False,False,False,True,False,40,-74.969587,0,0,0,0,1,0
Los Cocos,Date Palm Lane,los angeles,ca,Homeowners Community,3,False,False,False,False,True,False,33,-116.4413774,0,0,0,0,1,0
Alder Park,Lane Northwest,minneapolis-st. paul,mn,Public,2,False,True,False,False,False,False,45,-93.268255,0,1,0,0,0,0
Hoover Park,Wren Street Northwest,minneapolis-st. paul,mn,Public,3,False,False,False,False,False,False,45,-93.327478,0,0,0,0,0,0
Livingood Park,South Chestnut Street,philadelphia,pa,Public,2,False,False,False,False,False,False,40,-75.835039,0,0,0,0,0,0
Swansea Park,East Avenue,denver,co,Public,1,False,False,False,False,False,False,39,-104.95572,0,0,0,0,0,0
Winnemac Park,North Leavitt Street,chicago,il,Public,2,False,True,False,False,False,False,41,-87.683129,0,1,0,0,0,0
Beaver Dam Creek County Park,Bridge Avenue,new york,ny,Public,2,False,False,False,False,False,False,40,-74.090799,0,0,0,0,0,0
Community Park,Thornhill Drive,chicago,il,Public,2,False,False,False,False,False,False,41,-88.096275,0,0,0,0,0,0
Elwood-John H. Glenn High School,Ciro Street,new york,ny,Public,7,False,False,False,False,False,False,40,-73.337173,0,0,0,0,0,0
Regency Woods,Plymouth Road,minneapolis-st. paul,mn,Homeowners Community,2,False,True,False,False,True,False,44,-93.4432375,0,1,0,0,1,0
Scottsdale Villa Mirage,East Princess Boulevard,phoenix,az,Homeowners Community,2,False,False,False,False,True,False,33,-111.9113624,0,0,0,0,1,0
Nathan Bill Playground,Eddywood Street,boston,ma,Public,4,False,False,False,False,False,False,42,-72.5407398,0,0,0,0,0,0
Rockland Lake State Park,Doctor Davies Road,new york,ny,Public,6,False,False,False,False,False,False,41,-73.9169276,0,0,0,0,0,0
Clark State Community College,Ohio Avenue,dayton-springfield,oh,Public,3,False,False,False,False,True,False,39,-83.7996447,0,0,0,0,1,0
Whittier Middle School,West Brooks Street,oklahoma city,ok,Public,2,False,True,False,False,False,False,35,-97.4704993,0,1,0,0,0,0
Walnut Ridge High School,Lattimer Drive,columbus,oh,Public,2,False,False,False,False,False,False,39,-82.8657317,0,0,0,0,0,0
West Los Angeles College,Sophomore Drive,los angeles,ca,Public,4,False,True,False,False,False,False,34,-118.3883715,0,1,0,0,0,0
Sequoia Park,Crest Vista Drive,los angeles,ca,Public,2,False,True,False,False,True,False,34,-118.1420374,0,1,0,0,1,0
Lansing High School,Lion Lane,kansas city,mo,Public,2,False,False,False,False,True,False,39,-94.8967266,0,0,0,0,1,0
La Rocca,Chateau Circle,los angeles,ca,Homeowners Community,2,False,False,False,False,False,False,33,-116.3597417,0,0,0,0,0,0
Sands McCormick,East San Rafael Drive,phoenix,az,Homeowners Community,1,False,False,False,False,True,False,33,-111.8935204,0,0,0,0,1,0
Ortega Park,Inverness Way,san francisco - oakland - san jose,ca,Public,2,False,True,False,False,True,False,37,-122.0252752,0,1,0,0,1,0
Twin Creeks South,Santander Drive,san francisco - oakland - san jose,ca,Homeowners Community,1,False,False,False,False,False,False,37,-121.9729829,0,0,0,0,0,0
Pecos Ranch Estates,West Willis Road,phoenix,az,Homeowners Community,2,False,False,False,False,True,False,33,-111.8725777,0,0,0,0,1,0
Skyline on Brickell,Brickell Avenue,miami-fort lauderdale,fl,Homeowners Community,1,False,False,False,False,True,False,25,-80.1984465,0,0,0,0,1,0
Clayton Creek Apartments,Clayton Road,san francisco - oakland - san jose,ca,Homeowners Community,1,False,False,False,False,True,False,37,-121.9613528,0,0,0,0,1,0
Klein Oak High School,Klein Oak Lane,houston - galveston - brazoria,tx,Public,6,False,True,False,False,False,False,30,-95.5207479,0,1,0,0,0,0
Rainy Meadows,West Airport Boulevard,houston - galveston - brazoria,tx,Homeowners Community,1,True,False,False,False,True,False,29,-95.4988074,1,0,0,0,1,0
Nottingham Forest South,Antioch Road,kansas city,mo,Public,2,False,False,False,False,False,False,38,-94.6870369,0,0,0,0,0,0
Southern Pines,Southside Boulevard,jacksonville,fl,Homeowners Community,1,False,False,False,False,True,False,30,-81.5510738,0,0,0,0,1,0
Heron Bay At Meadow Woods,Wyndham Lakes Boulevard,orlando,fl,Homeowners Community,4,False,False,False,False,True,False,28,-81.3426661,0,0,0,0,1,0
Broadmoor At Poinciana,Boscobel Drive,orlando,fl,Homeowners Community,2,False,True,False,False,False,False,28,-81.4703715,0,1,0,0,0,0
Westdale Parke,Wood Hollow Drive,austin-san marcos,tx,Homeowners Community,2,False,False,False,False,False,False,30,-97.7515411,0,0,0,0,0,0
Glasgow High School,South College Avenue,wilmington-newark,de,Public,12,False,False,False,False,True,False,39,-75.741854,0,0,0,0,1,0
Corcoran Park,Avenue South,minneapolis-st. paul,mn,Public,1,False,False,False,False,False,False,44,-93.244603,0,0,0,0,0,0
Hopkins Senior School,Hillside Lane West,minneapolis-st. paul,mn,Public,8,False,True,False,False,False,False,44,-93.4149671,0,1,0,0,0,0
Coon Rapids Middle School,Northdale Boulevard Northwest,minneapolis-st. paul,mn,Public,14,False,True,False,False,True,False,45,-93.32507,0,1,0,0,1,0
Bridgeport Memorial Park,Grove Street,philadelphia,pa,Public,2,False,False,False,False,False,False,40,-75.344839,0,0,0,0,0,0
Washington Park,Dunn Avenue,pittsburgh,pa,Public,8,False,False,False,False,True,False,40,-80.220762,0,0,0,0,1,0
Conifer View Park,Northeast Street,seattle,wa,Public,1,False,False,False,False,False,False,47,-122.2188771,0,0,0,0,0,0
Kandy Kane Park,Ellis Avenue,chicago,il,Public,1,False,False,False,False,False,False,41,-87.592564,0,0,0,0,0,0
Victor J. Andrew High School,Cambridge Place,chicago,il,Public,8,False,False,False,False,False,False,41,-87.841379,0,0,0,0,0,0
Elmwood Park,Taylor Avenue,milwaukee,wi,Public,2,False,False,False,False,False,False,42,-87.825114,0,0,0,0,0,0
Mt. Pleasant Recreation Area,Mount Pleasant Road,new york,ny,Public,2,False,False,False,False,False,False,40,-74.563307,0,0,0,0,0,0
Burns Field,West North Street,chicago,il,Public,6,False,False,False,False,False,False,41,-87.93487,0,0,0,0,0,0
Park Summit,North Decatur Road,atlanta,ga,Homeowners Community,1,False,False,False,False,True,False,33,-84.2797172,0,0,0,0,1,0
Ashborough Village,Ashborough Road Southeast,atlanta,ga,Homeowners Community,2,False,False,False,False,False,False,33,-84.4986498,0,0,0,0,0,0
M. Marcus Kiley Middle School,South Tally Ho Drive,boston,ma,Public,3,False,False,False,False,False,False,42,-72.5023735,0,0,0,0,0,0
Lents Park,Southeast Steele Street,portland,or,Public,2,False,True,False,False,True,False,45,-122.5699782,0,1,0,0,1,0
Lenox at Patterson Place,Rose Garden Lane,raleigh-durham-chapel hill,nc,Homeowners Community,1,False,False,False,False,True,False,35,-78.9865601,0,0,0,0,1,0
Marbeya Club,Paseo De Las Flores,orlando,fl,Homeowners Community,1,False,False,False,False,True,False,28,-81.3209885,0,0,0,0,1,0
San Bernardino Valley College,Richardson Avenue,los angeles,ca,Public,10,False,True,False,False,True,False,34,-117.3104239,0,1,0,0,1,0
Westminster Monterey,Decima Drive,los angeles,ca,Homeowners Community,2,False,False,False,False,True,False,33,-117.9528987,0,0,0,0,1,0
Piedmont,Avenue Northeast,seattle,wa,Homeowners Community,1,False,False,False,False,False,False,47,-122.1373916,0,0,0,0,0,0
Preserve At Blue Ravine,Blue Ravine Road,sacramento-yolo,ca,Homeowners Community,1,False,False,False,False,True,False,38,-121.1409402,0,0,0,0,1,0
Coral Gate,Northwest Street,miami-fort lauderdale,fl,Homeowners Community,1,False,False,False,False,False,False,25,-80.316292,0,0,0,0,0,0
North Natomas Community Park,Cagney Way,sacramento-yolo,ca,Public,2,False,False,False,False,True,False,38,-121.4996159,0,0,0,0,1,0
Oak Crest Village,Heritage Meadow Lane,sacramento-yolo,ca,Homeowners Community,1,False,False,False,False,True,False,38,-121.2594938,0,0,0,0,1,0
Creekside,Slippery Creek Lane,sacramento-yolo,ca,Homeowners Community,1,False,False,False,False,True,False,38,-121.3197362,0,0,0,0,1,0
Prestonwood Hillcrest,Clearhaven Drive,dallas - fort worth,tx,Homeowners Community,2,False,False,False,False,True,False,32,-96.7886496,0,0,0,0,1,0
Marsteller Middle School,Broadsword Drive,washington,dc,Public,4,False,True,False,False,False,False,38,-77.582112,0,1,0,0,0,0
Greendale Recreation Center,Eads Street,washington,dc,Public,2,False,False,False,False,False,False,38,-76.90514,0,0,0,0,0,0
Carrollwood Village II,West Village Drive,tampa-st. petersburg-clearwater,fl,Homeowners Community,2,False,False,False,False,False,False,28,-82.5227201,0,0,0,0,0,0
Dimmitt Community Center,Osceola Road,tampa-st. petersburg-clearwater,fl,Public,3,False,False,False,False,True,False,27,-82.8021419,0,0,0,0,1,0
Christa McAuliffe Middle School,Southwest Loop,san antonio,tx,Public,3,False,False,False,False,False,False,29,-98.6189809,0,0,0,0,0,0
Oakwood,Buroak Ridge,san antonio,tx,Homeowners Community,2,False,False,False,False,True,False,29,-98.5267746,0,0,0,0,1,0
Spring Rock Park,Burlington Avenue,chicago,il,Public,7,False,True,False,False,True,False,41,-87.908756,0,1,0,0,1,0
Schmid Elementary School,South Greenwood Avenue,chicago,il,Public,1,False,False,False,False,False,False,41,-87.596721,0,0,0,0,0,0
Deep Lake Apartments,North Milwaukee Avenue,chicago,il,Homeowners Community,1,False,False,False,False,False,False,42,-88.07368,0,0,0,0,0,0
Burning Tree Homeowners Association,Spyglass Drive,denver,co,Homeowners Community,4,False,False,False,False,False,False,39,-105.0441349,0,0,0,0,0,0
Lexington Village,Lexington Boulevard,new york,ny,Homeowners Community,1,True,False,False,False,False,False,40,-74.3129504,1,0,0,0,0,0
Hinton Heights Rental Homes,Hinton Avenue South,minneapolis-st. paul,mn,Homeowners Community,1,False,False,False,False,True,False,44,-92.9508483,0,0,0,0,1,0
Summer Lakes,Northwest Street,miami-fort lauderdale,fl,Homeowners Community,2,False,True,False,False,True,False,26,-80.1950884,0,1,0,0,1,0
Los Prados,Northwest Avenue,miami-fort lauderdale,fl,Homeowners Community,2,False,False,False,False,True,False,26,-80.2640641,0,0,0,0,1,0
Westgate Arms Apartments,Oakridge Avenue,boston,ma,Homeowners Community,2,False,False,False,False,False,False,42,-71.1905694,0,0,0,0,0,0
Dulaney Towers,Swarthmore Drive,baltimore,md,Homeowners Community,4,False,False,False,False,False,False,39,-76.6017008,0,0,0,0,0,0
Elizabeth Park,Asylum Avenue,hartford,ct,Public,3,False,True,False,False,False,False,41,-72.7152765,0,1,0,0,0,0
Central Academy of Technology and Arts,Georgia Avenue,charlotte,nc,Public,2,False,False,False,False,False,False,34,-80.5662954,0,0,0,0,0,0
Blackstone Village,Morningside Drive,new york,ny,Homeowners Community,2,False,False,False,False,False,False,41,-72.7831364,0,0,0,0,0,0
Bellevue Park,Orgill Avenue,memphis,tn,Public,6,False,False,False,True,True,True,35,-90.0200737,0,0,0,1,1,0
Silver Point County Park,Atlantic Boulevard,new york,ny,Public,3,True,False,False,False,False,False,40,-73.7441289,1,0,0,0,0,0
Prestonwood Forest,Ravenhurst Lane,houston - galveston - brazoria,tx,Homeowners Community,2,False,True,False,False,True,False,29,-95.5534172,0,1,0,0,1,0
Lucas Hunt Village,Englewood Place,st. louis,mo,Homeowners Community,2,False,True,False,False,True,False,38,-90.2876616,0,1,0,0,1,0
Glendale Central Park,South Louise Street,los angeles,ca,Public,4,False,False,False,False,True,False,34,-118.2529092,0,0,0,0,1,0
Sunland Village,East Dolphin Avenue,phoenix,az,Homeowners Community,2,False,False,False,False,True,False,33,-111.7325664,0,0,0,0,1,0
Black Diamond Elementary School,Park Street,seattle,wa,Public,1,False,False,False,False,False,False,47,-122.0055127,0,0,0,0,0,0
Sun City Roseville,Lantern Grove Lane,sacramento-yolo,ca,Homeowners Community,6,False,True,False,False,True,False,38,-121.3457537,0,1,0,0,1,0
Britannia,Southwest Avenue,miami-fort lauderdale,fl,Homeowners Community,1,False,False,False,False,False,False,25,-80.377264,0,0,0,0,0,0
Katy City Park,Franz Road,houston - galveston - brazoria,tx,Public,6,False,False,False,False,True,False,29,-95.8233225,0,0,0,0,1,0
Canal Point Park,Everglades Avenue,west palm beach - boca raton,fl,Public,2,False,False,False,False,False,False,26,-80.6286192,0,0,0,0,0,0
Wildwood Village,Harbour Drive,houston - galveston - brazoria,tx,Homeowners Community,1,False,False,False,False,False,False,29,-95.0339484,0,0,0,0,0,0
Waterside Luxury Townhomes,Mill Valley Place,west palm beach - boca raton,fl,Homeowners Community,2,False,False,False,False,True,False,26,-80.106951,0,0,0,0,1,0
Broken Bayou,Memorial Drive,houston - galveston - brazoria,tx,Homeowners Community,1,False,False,False,False,True,False,29,-95.6300104,0,0,0,0,1,0
