,first_name,last_name,flag_code,residence,birthplace,birthdate,birth_year,turned_pro,weight_kg,height_cm,handedness,backhand
7731,George,Pero,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
7732,Dinny,Pails,AUS,0,0,19210304,1921.0,0.0,0.0,0.0,0,0
7733,Jack,Piercy,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
7734,Hans,Pfaff,SUI,0,0,0,0.0,0.0,0.0,0.0,0,0
7735,Robert,Peacock,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
7736,George,Pryor,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
7737,Gerard,Podesta,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
7738,Thomas,Price,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
7739,Andrei,Patrui,ROU,0,0,19960701,1996.0,0.0,0.0,0.0,0,0
7740,Arthur,Prochaska,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
7741,J.F.,Pyle,AUS,0,0,0,0.0,0.0,0.0,0.0,0,0
7742,Boris,Pokotilov,RUS,Rostov-on-Don,Rostov-on-Don,19970527,1997.0,0.0,78.0,180.0,Right-Handed,Two-Handed Backhand
7743,Bent,Panker,DEN,0,0,0,0.0,0.0,0.0,0.0,0,0
7744,Eric,Peters,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
7745,Michel,Poles,FRA,0,0,0,0.0,0.0,0.0,0.0,0,0
7746,Leslie,Poidevin,AUS,0,0,1876-11-05,1876.0,0.0,0.0,0.0,0,0
7747,Kimbark,Peterson,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
7748,Paul,Partridge,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
7749,Henry,Purcell,IRL,0,0,0,0.0,0.0,0.0,0.0,0,0
7750,Ramsay,Potts,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
7751,W.,Patterson,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7752,Heinz,Pietzner,GER,0,0,0,0.0,0.0,0.0,0.0,0,0
7753,Leonard,Patterson,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
7754,Philippe,Poullain,FRA,0,0,0,0.0,0.0,0.0,0.0,0,0
7755,Victor Hugo Portugal,Pereira,BRA,0,0,19960321,1996.0,0.0,0.0,0.0,Right-Handed,Two-Handed Backhand
7756,Manuel,Pena Lopez,ARG,"Mendoza, Argentina ",Mendoza,19980210,1998.0,0.0,675.0,180.0,Right-Handed,Two-Handed Backhand
7757,William,Powell,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
7758,Harold,Price,IRL,0,0,0,0.0,0.0,0.0,0.0,0,0
7759,M.,Partridge,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7760,John,Pennycuick,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
7761,Ronald,Poland,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
7762,George,Perkins,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
7763,Ray,Palmer jr.,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
7764,Russell,Phillips,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7765,Emmett,Pare,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
7766,Antonio,Pinto-Coelho,POR,0,0,0,0.0,0.0,0.0,0.0,0,0
7767,F.R.,Price,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
7768,G.,Payne,AUS,0,0,0,0.0,0.0,0.0,0.0,0,0
7769,C.L.,Philcox,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
7770,V.,Page,AUS,0,0,0,0.0,0.0,0.0,0.0,0,0
7771,Panagiotis,Papadopoulos,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7772,Dudley,Pitt,IND,0,0,0,0.0,0.0,0.0,0.0,0,0
7773,Gerald,Patterson,AUS,0,"Merlbourne, VIC",1895-12-17,1895.0,0.0,0.0,0.0,0,0
7774,John,Peacock,NZL,0,0,1879-11-02,1879.0,0.0,0.0,0.0,0,0
7775,Richard,Pickersgill,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
7776,Axel,Petersen,DEN,0,0,0,0.0,0.0,0.0,0.0,0,0
7777,G.A.,Pratt,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
7778,E.C.,Penny,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
7779,Sri-Krishna,Prasada,IND,0,0,1894-08-04,1894.0,0.0,0.0,0.0,0,0
7780,J.E.,Pogson-Smith,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
7781,Douglas,Powell,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
7782,R.D.N.,Pryce-Jones,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
7783,A.,Persin,FRA,0,0,0,0.0,0.0,0.0,0.0,0,0
7784,Robert,Pope,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7785,J.F.,Park,NZL,0,0,0,0.0,0.0,0.0,0.0,0,0
7786,Richard,Powell,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
7787,M.,Pan,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7788,Felix,Poulin,FRA,0,0,0,0.0,0.0,0.0,0.0,0,0
7789,P.,Passemard,FRA,0,0,0,0.0,0.0,0.0,0.0,0,0
7790,Percy,Portlock,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
7791,F.,Peach,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7792,K.,Poulton,AUS,0,0,0,0.0,0.0,0.0,0.0,0,0
7793,A.E.,Park,NZL,0,0,0,0.0,0.0,0.0,0.0,0,0
7794,Marco,Prochazka,AUT,0,0,19960821,1996.0,0.0,0.0,0.0,0,0
7795,Victor,Penman,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
7796,J.F.,Phillpots,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
7797,Eric,Portlock,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
7798,E.,Pfeiffer,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7799,S.,Pearson,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7800,Harry,Parker,NZL,0,0,0,0.0,0.0,0.0,0.0,0,0
7801,T.,Pell,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7802,K.,Pfaffman,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7803,R.,Phillips,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7804,G.,Pearson,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7805,M.,Plaistowe,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7806,R.,Peyrelongue,FRA,0,0,0,0.0,0.0,0.0,0.0,0,0
7807,H.,Pervin,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7808,Percy,Pinckney,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
7809,Ernest,Parton,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
7810,James Cecile,Parke,AUS,0,0,0,0.0,0.0,0.0,0.0,0,0
7811,S.,Pannock,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7812,L.,Putnam,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7813,W.,Pate,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7814,H.,Parsons,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7815,E.,Peaslee,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7816,R.,Paxton,AUS,0,0,0,0.0,0.0,0.0,0.0,0,0
7817,H.J.,Penny,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7818,A.,Pittman,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7819,Unknown,Pawsey,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7820,G.,Pike,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7821,Eric,Pockley,AUS,0,0,0,0.0,0.0,0.0,0.0,0,0
7822,R.,Pope,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7823,C.,Plimpton,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7824,T.,Plimpton,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7825,G.,Peak,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7826,B.,Phillips,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7827,J.,Pfaffman,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7828,Bernon,Prentice,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7829,S.,Palmer,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7830,C.,Pell,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7831,W.,Plitt,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7832,C.,Post,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7833,H.,Plummer,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7834,G.,Phillips,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7835,Charles,Pritchett,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
7836,E.,Pooley,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7837,Ernest,Parker,AUS,0,0,0,0.0,0.0,0.0,0.0,0,0
7838,A.,Phillips,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7839,W.,Phillips,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7840,F.,Paul,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7841,E.,Pearson,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7842,C.,Patterson,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7843,Kenneth,Powell,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
7844,Robert,Powell,CAN,0,0,0,0.0,0.0,0.0,0.0,0,0
7845,L.,Plane,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7846,S.,Paine,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7847,A.,Pinchot,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7848,Richard,Palmer,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7849,A.,Peterson,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7850,E.,Pendergast,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7851,Albert,Prebble,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
7852,Frank,Pearson,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
7853,W.,Pearce,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7854,James,Powell,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
7855,A.,Popp,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7856,Seaton,Porter,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7857,W.,Parsons,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7858,Whitney,Preston,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7859,Whiting,Preston,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7860,E.,Pickman,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7861,C.,Porter,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7862,Ray,Palmer,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7863,G.,Parrish,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7864,E.,Palmer,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7865,O.,Pepper,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7866,E.,Peck,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7867,W.,Palmer,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7868,G.,Post,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7869,H.,Peck,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7870,T.,Potter,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7871,F.,Pelzer,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7872,R.,Perkins,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7873,F.,Prichett,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7874,N.,Peebles,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7875,H.,Powell,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7876,H.,Pell,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7877,W.,Patten,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7878,G.,Phelps,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7879,Anthony,Prinsep,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
7880,W. St. J.,Pym,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7881,Henry,Pollard,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
7882,R.,Pfleiderer,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7883,B.,Pfleiderer,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7884,Frederick,Plaskitt,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
7885,Allan,Pearson,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
7886,F.W.,Payn,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
7887,Hugh,Plaskitt,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
7888,R.,Pearson,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7889,E.,Pittman,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7890,Frank,Pearce,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
7891,H.,Peters,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7892,E.,Page,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7893,B.,Penniman,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7894,C.,Palmer,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7895,J.,Phipps,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7896,W.,Putnam,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7897,D.,Partridge,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7898,S.,Peacock,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7899,J.,Pell,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7900,S.,Prescott,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7901,L.,Perry,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7902,T.,Phetteplace,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7903,F.,Potter,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7904,Crundal,Punnett,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
7905,A.G.,Plante,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
7906,P.J.G.,Pipon,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
7907,Archdale,Palmer,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
7908,G.W.,Pratt,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
7909,E.R.,Patterson,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
7910,Leslie,Powell,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
7911,A.W.,Perceval,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
7912,J.,Parmly Paret,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
7913,P.G.,Pearson,GBR,0,0,0,0.0,0.0,0.0,0.0,0,0
7914,C.,Peters,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7915,P.,Pierson,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7916,A.,Post,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7917,C.,Pope,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7918,W.,Parker,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7919,Joshua,Pim,GBR,0,"Bray, Co. Wicklow",1869-05-20,1869.0,0.0,0.0,0.0,0,0
7920,H.,Playford,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7921,Unknown,Pollux,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7922,H.,Pease,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7923,F.,Pollock,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7924,R.,Pollock,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7925,C.,Parr,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7926,H.,Porter,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7927,S.,Pilkington,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7928,F.,Porter,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7929,H.,Pigott,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7930,F.,Pile,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7931,G.,Pratt,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7932,M.,Pratt,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7933,L.,Parker,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7934,W.,Post,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7935,P.,Presbrey,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7936,M.,Paton,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7937,M.,Post,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7938,J.,Powell,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7939,Unknown,Pruyn,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7940,Rhett,Purcell,NZL,New Zealand,"Gisborne, New Zealand",19960206,1996.0,0.0,85.0,193.0,Right-Handed,Two-Handed Backhand
7941,Zachary,Pelts,USA,0,0,19930609,1993.0,0.0,0.0,0.0,0,0
7942,Sebastian,Prechtel,GER,0,0,19960514,1996.0,0.0,0.0,0.0,0,0
7943,Tommy,Paul,USA,"Greenville, NC, USA","Voorhees, NJ, USA",19970517,1997.0,2015.0,78.0,185.0,Right-Handed,Two-Handed Backhand
7944,Ricardo,Pabon Cuesta,COL,0,0,19921231,1992.0,0.0,0.0,0.0,Left-Handed,Two-Handed Backhand
7945,Allen,Quay,USA,0,"South Orange, NJ, U.S.A.",0,0.0,0.0,0.0,0.0,0,0
7946,Sam,Querrey,USA,"Santa Monica, CA, USA","San Francisco, CA, USA",19871007,1987.0,2006.0,95.0,198.0,Right-Handed,Two-Handed Backhand
7947,Thierry ,Quintin,ARG,0,0,0,0.0,0.0,0.0,0.0,0,0
7948,Michael,Quintero,COL,0,0,19800711,1980.0,0.0,0.0,0.0,0,0
7949,Adriano,Quinti,GER,0,0,19880510,1988.0,0.0,0.0,0.0,0,0
7950,Roberto,Quiroz,ECU,"Guayaquil, Ecuador","Guayaquil, Ecuador",19920223,1992.0,2014.0,88.0,193.0,Left-Handed,Two-Handed Backhand
7951,Aisam-Ul-Haq,Qureshi,PAK,"Lahore, Pakistan","Lahore, Pakistan",19800317,1980.0,1998.0,78.0,183.0,Right-Handed,One-Handed Backhand
7952,Eric,Quigley,USA,"Louisville, KY, U.S.A","Cincinnati, OH, U.S.A",19890130,1989.0,2012.0,84.0,185.0,Right-Handed,Two-Handed Backhand
7953,Gianluigi,Quinzi,ITA,"Bradenton Florida, USA","Cittadella, Italy",19960201,1996.0,0.0,84.0,191.0,Left-Handed,Two-Handed Backhand
7954,Zhuoyang,Qiu,CHN,ChongChuanqu.TaoWu Road,"Nantong, China",19960623,1996.0,0.0,75.0,185.0,Right-Handed,Two-Handed Backhand
7955,Jeffrey,Quinn,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
7956,Unknown,Quartarolo,ITA,0,0,0,0.0,0.0,0.0,0.0,0,0
7957,Hugh,Quinn,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
7958,William,Quillian,USA,0,0,19340413,1934.0,0.0,0.0,0.0,0,0
7959,Fernando,Quesada,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
7960,Adrian,Quist,AUS,0,0,19130123,1913.0,0.0,0.0,0.0,0,0
7961,Jacques,Quiry,FRA,0,0,0,0.0,0.0,0.0,0.0,0,0
7962,J.,Quick,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7963,Ferruccio,Quintavalle,ITA,0,0,0,0.0,0.0,0.0,0.0,0,0
7964,T.R.,Quill,NZL,0,0,0,0.0,0.0,0.0,0.0,0,0
7965,R.F.,Quennessen,RSA,0,0,0,0.0,0.0,0.0,0.0,0,0
7966,L.,Quimby,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7967,Gregoire,Rafaitin,FRA,0,Nice,19570926,1957.0,0.0,68.0,180.0,0,0
7968,Joe,Ragland,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
7969,Olli,Rahnasto,FIN,"Hyryla, Finland","Seinajoki, Finland",19651228,1965.0,1982.0,68.0,183.0,0,0
7970,Pedro,Rebolledo,CHI,0,"Santiago, Chile",19601217,1960.0,0.0,68.0,170.0,0,0
7971,Robert,Reininger,AUT,0,"Linz, Austria",19580101,1958.0,0.0,78.0,185.0,0,0
7972,Richey,Reneberg,USA,"Bethesda, MD, USA","Phoenix, AZ, USA",19651005,1965.0,1987.0,77.0,180.0,0,0
7973,Peter,Rennert,USA,0,"Great Neck, NY, U.S.A.",19581226,1958.0,1980.0,78.0,185.0,0,0
7974,Sergio,Ribeiro,BRA,0,0,0,0.0,0.0,0.0,0.0,0,0
7975,Karl,Richter,USA,0,"Auburn, CA, U.S.A.",19600721,1960.0,0.0,64.0,170.0,0,0
7976,Udo,Riglewski,GER,"Heidelberg, Germany","Lauffen, Germany",19660728,1966.0,1985.0,80.0,185.0,0,0
7977,Eric,Riley,USA,0,"Malvern, PA, USA",19600831,1960.0,0.0,0.0,0.0,0,0
7978,Guillermo,Rivas,ARG,"Tampa, Fl, USA","Buenos Aires, Argentina",19640209,1964.0,0.0,77.0,183.0,0,0
7979,Gianluca,Rinaldini,ITA,0,0,19590810,1959.0,0.0,0.0,0.0,0,0
7980,Harald,Rittersbacher,GER,0,"Ludwigshafen, Germany",19630427,1963.0,0.0,70.0,188.0,0,0
7981,Joey,Rive,USA,"Fort Worth, TX  USA","Santurce, Puerto Rico",19630708,1963.0,1985.0,82.0,185.0,0,0
7982,Martin,Robinson,GBR,0,0,19551019,1955.0,0.0,0.0,0.0,0,0
7983,Ricardo,Rivera,ARG,"Capital Federal, Buenos Aires,",0,19610408,1961.0,0.0,0.0,0.0,0,0
7984,Michael,Robertson,USA,0,"Johannesburg, South Africa",19630702,1963.0,0.0,82.0,185.0,0,0
7985,Ferrante,Rocchi,ITA,0,San Benedatto Del Tronto Italy,19560411,1956.0,0.0,75.0,180.0,0,0
7986,Juan Carlos,Rodriguez,ARG,0,0,0,0.0,0.0,0.0,0.0,0,0
7987,Juan Antonio,Rodriguez,ESP,0,"Madrid, Spain",19620505,1962.0,0.0,68.0,180.0,0,0
7988,Christophe,Roger-Vasselin,FRA,0,"London, England",19570708,1957.0,0.0,75.0,188.0,0,0
7989,Fernando,Roese,BRA,"Novo Hamburgo, Brazil","Novo Hamburgo, Brazil",19650824,1965.0,1982.0,82.0,191.0,0,0
7990,Morten,Ronneberg,NOR,0,0,0,0.0,0.0,0.0,0.0,0,0
7991,Geoff,Roper,CAN,0,Belgium,19640603,1964.0,0.0,82.0,183.0,0,0
7992,Fredrik,Rosenquist,SWE,0,"Malmo, Sweden",19650430,1965.0,0.0,77.0,180.0,0,0
7993,John,Ross,USA,0,"San Diego, CA, U.S.A.",19640229,1964.0,0.0,84.0,185.0,0,0
7994,Derrick,Rostagno,USA,"Pacific Palisades, CA","Hollywood, CA",19651025,1965.0,1986.0,75.0,185.0,0,0
7995,Eric,Rosenfeld,USA,0,"Media, PA, U.S.A.",19650528,1965.0,0.0,79.0,180.0,0,0
7996,Hugo,Roverano,URU,0,0,19580103,1958.0,0.0,0.0,0.0,0,0
7997,Rocky,Royer,USA,0,0,19580627,1958.0,0.0,0.0,0.0,0,0
7998,Joseph,Russell,USA,0,"San Francisco, CA",19611122,1961.0,0.0,79.0,188.0,0,0
7999,Marty,Riessen,USA,0,"Hinsdale, IL, USA",19411204,1941.0,0.0,79.0,185.0,0,0
8000,Javier,Restrepo,COL,0,0,0,0.0,0.0,0.0,0.0,0,0
8001,Bruno,Renoult,FRA,0,0,0,0.0,0.0,0.0,0.0,0,0
8002,Francisco,Rodriguez,PAR,0,0,19760309,1976.0,0.0,0.0,0.0,0,0
8003,Manuel,Rodriguez,CHI,0,0,0,0.0,0.0,0.0,0.0,0,0
8004,Joaquim,Rasgado Jr,BRA,0,0,19530324,1953.0,0.0,0.0,0.0,0,0
8005,Haroon,Rahim,PAK,0,"Lahore, Pakistan",19491112,1949.0,0.0,0.0,0.0,0,0
8006,Raul,Ramirez,MEX,"Ensenada, Mexico","Ensenada, Mexico",19530620,1953.0,0.0,79.0,183.0,Right-Handed,One-Handed Backhand
8007,Dennis,Ralston,USA,0,"Bakersfield, CA, USA",19420727,1942.0,0.0,77.0,188.0,0,0
8008,Walter,Redondo,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
8009,Grover Raz,Reid,USA,0,"Greenville, SC, U.S.A.",19510827,1951.0,0.0,0.0,0.0,0,0
8010,Robert,Rheinberger,AUS,0,0,19451118,1945.0,0.0,0.0,0.0,0,0
8011,Keith,Richardson,USA,"Rosehaven Lane, Rock Hill, SC","Rock Hill, SC, USA",19530818,1953.0,1976.0,81.0,185.0,0,0
8012,Cliff,Richey,USA,0,"San Angelo, TX, U.S.A.",19461231,1946.0,1964.0,77.0,175.0,Right-Handed,One-Handed Backhand
8013,Terry,Rocavert,AUS,0,"Sydney, Australia",19541021,1954.0,0.0,75.0,180.0,0,0
8014,Tony,Roche,AUS,0,"Wagga Wagga, Australia",19450517,1945.0,0.0,79.0,178.0,0,0
8015,Patricio,Rodriguez,CHI,0,"Santiago, Chile",19381220,1938.0,0.0,0.0,188.0,0,0
8016,Ken,Rosewall,AUS,0,"Sydney, Australia",19341102,1934.0,0.0,68.0,175.0,0,0
8017,Ray,Ruffels,AUS,0,"Sydney, Australia",19460323,1946.0,0.0,0.0,0.0,0,0
8018,D. Richard,Russell,JAM,0,0,19450908,1945.0,0.0,0.0,0.0,0,0
8019,Jean-Pierre,Richer,BEL,0,0,0,0.0,0.0,0.0,0.0,0,0
8020,Terry,Ryan,RSA,0,"Johannesburg, South Africa",19420427,1942.0,0.0,0.0,0.0,0,0
8021,Peter,Rigg,AUS,0,0,19481025,1948.0,0.0,0.0,0.0,0,0
8022,Jay,Royappa,IND,"Chennai, India",0,0,0.0,0.0,0.0,0.0,0,0
8023,Jeff,Robbins,USA,0,"Salt Lake City, UT, USA",19590301,1959.0,0.0,0.0,0.0,0,0
8024,George,Rudman,RSA,0,0,0,0.0,0.0,0.0,0.0,0,0
8025,Rick,Rudeen,USA,0,"Chicago, IL",19620605,1962.0,0.0,82.0,188.0,0,0
8026,Franklin,Robbins,USA,0,"Salt Lake City, UT, USA",19500613,1950.0,0.0,0.0,0.0,0,0
8027,Gap-Taik,Ro,KOR,0,"Ulju, South Korea",19640305,1964.0,0.0,69.0,173.0,0,0
8028,Simon,Robinson,NZL,0,"Auckland, New Zealand",0,0.0,0.0,79.0,198.0,0,0
8029,Romeo,Rafon,PHI,0,0,0,0.0,0.0,0.0,0.0,0,0
8030,Markus,Rackl,GER,0,"Traunstein, Germany",19690303,1969.0,0.0,68.0,180.0,0,0
8031,Torquato,Rossini,ITA,0,0,0,0.0,0.0,0.0,0.0,0,0
8032,Horace,Reid,USA,0,"Atlanta, GA, USA",19550814,1955.0,0.0,0.0,0.0,0,0
8033,Ernesto,Ruiz-Bry,ARG,0,0,0,0.0,0.0,0.0,0.0,0,0
8034,Juan,Rivera,ARG,0,0,0,0.0,0.0,0.0,0.0,0,0
8035,Alejo,Russell,ARG,0,0,0,0.0,0.0,0.0,0.0,0,0
8036,Steve,Rogul,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
8037,Jean-Loup,Rouyer,FRA,0,0,0,0.0,0.0,0.0,0.0,0,0
