,first_name,last_name,hand,birth_date,country_code,age
54641,Hilda,Melander,U,1991-12-01,SWE,33.0
54642,Anna Giulia,Remondina,R,1989-06-01,ITA,35.0
54643,Aleksandra,Krunic,R,1993-03-15,SRB,31.0
54644,Vanda,Lukacs,U,1992-12-08,HUN,32.0
54645,Reka Luca,Jani,R,1991-07-31,HUN,33.0
54646,Anastasia,Grymalska,R,1990-07-12,ITA,34.0
54647,Ani,Mijacika,R,1987-06-15,CRO,37.0
54648,Silvia,Albano,R,1994-09-12,ITA,30.0
54649,Paula,Ormaechea,R,1992-09-28,ARG,32.0
54650,Nina,Khrisanova,R,1994-12-09,RUS,30.0
54651,Tatia,Mikadze,R,1988-03-27,GEO,36.0
54652,Valeria,Savinykh,R,1991-02-20,RUS,33.0
54653,Kamilla,Farhad,U,1996-01-18,AZE,28.0
54654,Valeria,Solovieva,R,1992-11-03,RUS,32.0
54655,Eugenie,Bouchard,R,1994-02-25,CAN,30.0
54656,Alexandra,Mueller,R,1988-02-14,USA,36.0
54657,Zoe Gwen,Scandalis,R,1993-09-21,USA,31.0
54658,Victoria,Larriere,R,1991-05-02,FRA,33.0
54659,Jana,Cepelova,R,1993-05-29,SVK,31.0
54660,Nicole,Rottmann,U,1989-06-28,AUT,35.0
54661,Yi Jing,Zhao,U,1989-02-07,CHN,35.0
54662,Saisai,Zheng,R,1994-02-05,CHN,30.0
54663,Erika,Sema,U,1988-11-24,JPN,36.0
54664,Yue Yue,Hu,U,1990-03-13,CHN,34.0
54665,Alexandra,Cadantu,R,1990-05-03,ROU,34.0
54666,Bibiane,Schoofs,R,1988-05-13,NED,36.0
54667,Ashleigh,Barty,R,1996-04-24,AUS,28.0
54668,Bojana,Bobusic,R,1987-10-02,AUS,37.0
54669,Ons,Jabeur,R,1994-08-28,TUN,30.0
54670,Julia,Cohen,R,1989-03-23,USA,35.0
54671,Karen,Castiblanco,L,1988-01-09,COL,36.0
54672,Ines,Ferrer Suarez,U,1990-06-01,ESP,34.0
54673,Yuliana,Lizarazo,R,1993-05-23,COL,31.0
54674,Maria,Abramovic,R,1987-08-19,CRO,37.0
54675,Nadia,Abdala,U,1988-08-14,MEX,36.0
54676,Elitsa,Kostova,U,1990-04-10,BUL,34.0
54677,Jessica,Pegula,R,1994-02-24,USA,30.0
54678,Garbine,Muguruza,R,1993-10-08,ESP,31.0
54679,Annika,Beck,R,1994-02-16,GER,30.0
54680,Karen,Barbat,R,1992-07-03,DEN,32.0
54681,Laura,Thorpe,R,1987-05-24,FRA,37.0
54682,Annalisa,Bona,R,1982-11-15,ITA,42.0
54683,Henrietta,Habler,U,1986-06-25,HUN,38.0
54684,Jasmina,Tinjic,R,1991-02-27,BIH,33.0
54685,Csilla,Borsanyi,U,1987-08-02,HUN,37.0
54686,Dinah,Pfizenmaier,R,1992-01-13,GER,32.0
54687,Tara,Moore,R,1992-08-06,GBR,32.0
54688,Grace,Min,R,1994-05-06,USA,30.0
54689,Richel,Hogenkamp,R,1992-04-16,NED,32.0
54690,Chi Chi,Scholl,R,1992-07-05,USA,32.0
54691,Barbara,Haas,R,1996-03-19,AUT,28.0
54692,Sandra,Zaniewska,R,1992-01-03,POL,32.0
54693,Nicole,Gibbs,R,1993-03-03,USA,31.0
54694,Jana,Juricova,R,1987-12-08,SVK,37.0
54695,Mallory,Burdette,R,1991-01-28,USA,33.0
54696,Nastassja,Burnett,R,1992-02-20,ITA,32.0
54697,Valentyna,Ivakhnenko,R,1993-06-27,UKR,31.0
54698,Carina,Witthoeft,R,1995-02-16,GER,29.0
54699,Rebecca,Peterson,R,1995-08-06,SWE,29.0
54700,Varvara,Flink,R,1996-12-13,RUS,28.0
54701,Qiang,Wang,R,1992-01-14,CHN,32.0
54702,Ekaterine,Gorgodze,L,1991-12-03,GEO,33.0
54703,Elina,Svitolina,R,1994-09-12,UKR,30.0
54704,Jennifer,Elie,R,1986-09-22,USA,38.0
54705,Samantha,Crawford,R,1995-02-18,USA,29.0
54706,Victoria,Duval,R,1995-11-30,USA,29.0
54707,Julia,Glushko,R,1990-01-01,ISR,34.0
54708,Donna,Vekic,R,1996-06-28,CRO,28.0
54709,Maria,Sanchez,R,1989-11-26,USA,35.0
54710,Hyun Hui,Hong,U,1991-12-27,KOR,33.0
54711,So Ra,Lee,L,1994-07-22,KOR,30.0
54712,Luksika,Kumkhum,R,1993-07-21,THA,31.0
54713,Ying Ying,Duan,R,1989-06-03,CHN,35.0
54714,Belinda,Bencic,R,1997-03-10,SUI,27.0
54715,Margarita,Gasparyan,R,1994-09-01,RUS,30.0
54716,Wing Yau Venise,Chan,R,1989-05-30,HKG,35.0
54717,Yuxuan,Zhang,R,1994-08-19,CHN,30.0
54718,Joelle,Schad,U,1973-03-13,DOM,51.0
54719,Natacha,Randriantefy,R,1978-03-14,MAD,46.0
54720,Paulina,Sepulveda,U,1968-09-15,CHI,56.0
54721,Lucia,Gongora,U,1946-10-23,MEX,78.0
54722,Ana Maria,Ycaza,U,1951-05-07,ECU,73.0
54723,Cecilia,Rosado,U,1952-10-03,MEX,72.0
54724,Susanna,Lee,U,1966-03-30,KOR,58.0
54725,Mei Chu,Hsu,U,1966-08-01,TPE,58.0
54726,Jeong Myung,Lee,U,1967-09-08,KOR,57.0
54727,Claudia,Hernandez Salas,U,1966-01-19,MEX,58.0
54728,Ouarda,Bouchabou,U,1970-05-31,ALG,54.0
54729,Julia,Muir,U,1970-11-16,ZIM,54.0
54730,Neyssa,Etienne,R,1983-10-31,HAI,41.0
54731,Stefania,Chieppa,R,1983-04-05,ITA,41.0
54732,Tatjana,Priachin,R,1987-07-30,GER,37.0
54733,Giulia,Gabba,R,1987-02-20,ITA,37.0
54734,Erika,Zanchetta,U,1989-02-06,ITA,35.0
54735,Marina,Shamayko,U,1987-08-03,RUS,37.0
54736,Astrid,Besser,R,1989-09-01,ITA,35.0
54737,Nadege,Vergos,R,1985-05-25,FRA,39.0
54738,Natalia,Orlova,R,1989-03-25,RUS,35.0
54739,Maxi,Ehmer,R,1990-08-16,GER,34.0
54740,Oksana,Pavlova,U,1992-01-06,UKR,32.0
54741,Galyna,Kosyk,R,1988-10-09,UKR,36.0
54742,Estelle,Guisard,R,1989-04-05,FRA,35.0
54743,Nathalie,Mohn,R,1991-11-21,FRA,33.0
54744,Karla,Mraz,R,1982-07-28,FRA,42.0
54745,Ana,Bogdan,R,1992-11-25,ROU,32.0
54746,Federica,Quercia,R,1985-03-16,ITA,39.0
54747,Elena,Pioppo,R,1979-05-21,ITA,45.0
54748,Alison,Bai,R,1990-01-18,AUS,34.0
54749,Neda,Kozic,R,1985-11-21,SRB,39.0
54750,Verdiana,Verardi,R,1987-12-16,ITA,37.0
54751,Valentina,Sulpizio,R,1984-08-18,ITA,40.0
54752,Alexia,Virgili,U,1986-11-03,ITA,38.0
54753,Vivienne,Vierin,R,1991-04-12,ITA,33.0
54754,Irina,Kuzmina,R,1986-01-16,LAT,38.0
54755,Tanya,Germanlieva,R,1989-07-02,BUL,35.0
54756,Liana,Todorova,U,1992-01-24,BUL,32.0
54757,Soledad,Esperon,R,1985-02-08,ARG,39.0
54758,Erika,Clarke Magana,R,1981-08-19,MEX,43.0
54759,Anne,Yelsey,U,1985-08-28,USA,39.0
54760,Eleni,Kordolaimi,R,1993-03-07,GRE,31.0
54761,Afroditi,Latinopoulou,R,1991-04-29,GRE,33.0
54762,Stamatia,Fafaliou,U,1986-11-03,GRE,38.0
54763,Klaudia,Boczova,R,1990-12-22,SVK,34.0
54764,Stephanie,Vongsouthi,R,1988-09-15,FRA,36.0
54765,Ana,Jovanovic,R,1984-12-28,SRB,40.0
54766,Hulya,Esen,U,1989-08-07,TUR,35.0
54767,Veronika,Kapshay,U,1986-12-02,UKR,38.0
54768,Anna,Korzeniak,R,1988-06-16,POL,36.0
54769,Olga,Brozda,U,1986-01-26,POL,38.0
54770,Evelyn,Mayr,R,1989-05-12,ITA,35.0
54771,Hanne Skak,Jensen,R,1986-04-29,DEN,38.0
54772,Pauline,Wong,U,1985-11-23,NED,39.0
54773,Anna,Smith,R,1988-08-14,GBR,36.0
54774,Yuka,Kuroda,R,1985-09-09,JPN,39.0
54775,Tomoyo,Takagishi,U,1984-07-16,JPN,40.0
54776,Szu Yu,Lin,R,1989-09-27,TPE,35.0
54777,Yumi,Nakano,R,1988-01-09,JPN,36.0
54778,Lu Ling,Chen,U,1988-01-03,TPE,36.0
54779,Hao Ching,Chan,R,1993-09-19,TPE,31.0
54780,Chi Fan,Liu,R,1989-11-25,TPE,35.0
54781,I Hsuan,Hwang,R,1988-09-21,TPE,36.0
54782,Wen Hsin,Hsu,R,1988-06-13,TPE,36.0
54783,Remi,Tezuka,R,1980-06-09,JPN,44.0
54784,Kumiko,Iijima,R,1982-10-22,JPN,42.0
54785,Shaozhuo,Liu,L,1990-10-31,CHN,34.0
54786,Florence,Haring,R,1985-10-02,FRA,39.0
54787,Laura Ioana,Andrei,R,1988-05-31,ROU,36.0
54788,Giulia,Gatto Monticone,R,1987-11-18,ITA,37.0
54789,Federica,Di Sarra,R,1990-05-16,ITA,34.0
54790,Chanel,Simmonds,L,1992-08-10,RSA,32.0
54791,Lizaan,Du Plessis,L,1986-02-23,RSA,38.0
54792,Megan,Moulton Levy,R,1985-03-11,USA,39.0
54793,Leonie,Mekel,R,1983-11-11,NED,41.0
54794,Marinne,Giraud,R,1986-04-23,MRI,38.0
54795,Kelly,Anderson,R,1985-04-20,RSA,39.0
54796,Natalia,Cheng,R,1989-07-10,BRA,35.0
54797,Nicole,Clerico,R,1983-03-08,ITA,41.0
54798,Christi,Potgieter,R,1992-10-15,RSA,32.0
54799,Lena,Litvak,R,1988-11-15,USA,36.0
54800,Katie,Ruckert,R,1983-05-03,USA,41.0
54801,Julia,Babilon,R,1984-07-14,GER,40.0
54802,Diana,Buzean,R,1987-12-12,ROU,37.0
54803,Elena,Bogdan,L,1992-03-28,ROU,32.0
54804,Alexandra,Damaschin,R,1991-02-14,ROU,33.0
54805,Mihaela,Buzarnescu,L,1988-05-04,ROU,36.0
54806,Veronica,Spiegel,U,1983-10-16,ARG,41.0
54807,Natalie,Piquion,R,1988-09-18,FRA,36.0
54808,Alice,Moroni,R,1991-02-21,ITA,33.0
54809,Viktoriya,Tomova,R,1995-02-25,BUL,29.0
54810,Bistra,Otashliyska,R,1991-09-26,BUL,33.0
54811,Patrycja,Sanduska,R,1986-11-25,POL,38.0
54812,Cindy,Chala,L,1991-05-17,FRA,33.0
54813,Despina,Papamichail,R,1993-02-09,GRE,31.0
54814,Julia,Mayr,R,1991-08-12,ITA,33.0
54815,Claudia,Giovine,R,1990-07-18,ITA,34.0
54816,Yi,Chen,R,1986-11-12,TPE,38.0
54817,Akari,Inoue,U,1988-08-04,JPN,36.0
54818,Yuki,Ito,R,1993-08-25,JPN,31.0
54819,Aki,Yamasoto,R,1991-09-24,JPN,33.0
54820,Oksana,Kalashnikova,L,1990-09-05,GEO,34.0
54821,Courtney B,Dolehide,U,1992-03-25,USA,32.0
54822,Kimberly,Couts,U,1989-05-09,USA,35.0
54823,Jacqueline,Cako,U,1991-08-30,USA,33.0
54824,Natasha,Fourouclas,R,1994-01-31,RSA,30.0
54825,Justyna,Jegiolka,U,1991-09-17,POL,33.0
54826,Ester,Goldfeld,R,1993-07-04,USA,31.0
54827,Welma,Luus,R,1992-05-20,RSA,32.0
54828,Ema,Burgic,R,1992-08-22,BIH,32.0
54829,Yuliya,Kalabina,R,1990-03-27,RUS,34.0
54830,Elixane,Lechemia,L,1991-09-03,FRA,33.0
54831,Lyudmyla,Kichenok,R,1992-07-20,UKR,32.0
54832,Valentine,Confalonieri,R,1992-04-27,ITA,32.0
54833,Elena,Chalova,R,1987-05-16,RUS,37.0
54834,Melanie,Maietti,R,1993-05-27,FRA,31.0
54835,Stephanie,Vogt,R,1990-02-15,LIE,34.0
54836,Fiona,Gervais,U,1994-01-06,FRA,30.0
54837,Maryna,Zanevska,R,1993-08-24,UKR,31.0
54838,Gabriela,Paz,R,1991-09-30,VEN,33.0
54839,Eleanor,Peters,U,1988-06-26,USA,36.0
54840,Lara,Michel,U,1991-12-24,SUI,33.0
54841,Sarah Ellen,Hofmann,U,1991-08-25,GER,33.0
54842,Nina,Zander,R,1990-01-26,GER,34.0
54843,Chen,Liang,R,1989-02-25,CHN,35.0
54844,Jin A,Lee,L,1985-03-10,KOR,39.0
54845,Zuzana,Zlochova,R,1990-01-24,SVK,34.0
54846,Shivika,Burman,R,1989-10-21,IND,35.0
54847,Chiaki,Okadaue,U,1986-10-29,JPN,38.0
54848,Akiko,Omae,R,1993-01-29,JPN,31.0
54849,Irina,Ramialison,R,1991-06-09,FRA,33.0
54850,Natalia,Ryzhonkova,R,1991-04-04,RUS,33.0
54851,Gioia,Barbieri,R,1991-07-09,ITA,33.0
54852,Yasmin,Schnack,U,1988-05-04,USA,36.0
54853,Ting Fei,Juan,U,1992-08-28,TPE,32.0
54854,Jessy,Rompies,R,1990-04-14,INA,34.0
54855,Ana Clara,Duarte,R,1989-06-11,BRA,35.0
54856,Madrie,Le Roux,R,1995-04-19,RSA,29.0
54857,Zarah,Razafimahatratra,R,1994-08-24,MAD,30.0
54858,Lynn,Kiro,R,1995-08-06,RSA,29.0
54859,Gally,De Wael,R,1991-10-16,BEL,33.0
54860,Lisa,Whybourn,R,1991-05-11,GBR,33.0
54861,Kim Alice,Grajdek,U,1991-03-30,GER,33.0
54862,Denisa,Allertova,R,1993-03-07,CZE,31.0
54863,Martina,Pradova,R,1991-01-27,CZE,33.0
54864,Gesa,Focke,R,1992-04-11,GER,32.0
54865,Estelle,Cascino,R,1996-03-13,FRA,28.0
54866,Dijana,Banovec,R,1992-08-04,CRO,32.0
54867,Audrey,Bergot,R,1985-02-01,FRA,39.0
54868,Tereza,Mrdeza,R,1990-11-14,CRO,34.0
54869,Jade,Windley,R,1990-04-22,GBR,34.0
54870,Lucy,Brown,R,1993-01-11,GBR,31.0
54871,Camilla,Rosatello,R,1995-05-28,ITA,29.0
54872,Magda,Linette,R,1992-02-12,POL,32.0
54873,Roxane,Vaisemberg,L,1989-07-25,BRA,35.0
54874,Jessica,Ginier,R,1992-10-21,FRA,32.0
54875,Nicola,Geuer,R,1988-03-02,GER,36.0
54876,Natela,Dzalamidze,R,1993-02-27,RUS,31.0
54877,Sina,Haas,R,1992-09-21,GER,32.0
54878,Cristina,Dinu,R,1993-01-18,ROU,31.0
54879,Elora,Dabija,R,1991-06-09,ROU,33.0
54880,Cristina Andreea,Mitu,R,1991-09-22,ROU,33.0
54881,Ekaterina,Yashina,R,1993-08-06,RUS,31.0
54882,Anastasiya,Yepisheva,U,1996-04-22,KAZ,28.0
54883,Alexandra,Romanova,R,1993-04-30,RUS,31.0
54884,Aselya,Arginbayeva,R,1992-07-12,KAZ,32.0
54885,Prerna,Bhambri,U,1992-09-12,IND,32.0
54886,Ekaterina,Klyueva,R,1996-06-02,KAZ,28.0
54887,Polina,Pekhova,R,1992-03-21,BLR,32.0
54888,Yuliya,Lysa,L,1995-05-14,UKR,29.0
54889,Maria,Zharkova,R,1988-05-07,RUS,36.0
54890,Gabriela,Dabrowski,R,1992-04-01,CAN,32.0
54891,Sara,Eccel,R,1994-07-04,ITA,30.0
54892,Wan Ting,Liu,R,1989-02-16,CHN,35.0
54893,Lin,Zhu,R,1994-01-28,CHN,30.0
54894,Misa,Eguchi,R,1992-04-18,JPN,32.0
54895,Di,Zhao,U,1993-01-05,CHN,31.0
54896,Ran,Tian,R,1994-01-08,CHN,30.0
54897,Isabella,Shinikova,R,1991-10-25,BUL,33.0
54898,Vaszilisza,Bulgakova,U,1993-02-25,HUN,31.0
54899,Hristina,Dishkova,R,1993-11-11,GER,31.0
54900,Ani,Vangelova,U,1993-07-14,BUL,31.0
54901,Radina,Dimitrova,U,1997-06-12,BUL,27.0
54902,Ya Hsuan,Lee,R,1995-07-20,TPE,29.0
54903,Teliana,Pereira,R,1988-07-20,BRA,36.0
54904,Aleksandrina,Naydenova,R,1992-02-29,BUL,32.0
54905,Federica,Grazioso,R,1989-01-22,ITA,35.0
54906,Anne Liz,Jeukeng,U,1996-05-26,USA,28.0
54907,Alessondra,Parra,R,1990-09-06,USA,34.0
54908,Ryann,Foster,U,1996-07-23,USA,28.0
54909,Simone,Pratt,U,1996-01-06,BAH,28.0
54910,Irina,Khromacheva,L,1995-05-12,RUS,29.0
54911,Tereza,Smitkova,R,1994-10-10,CZE,30.0
54912,Constance,Sibille,R,1990-11-09,FRA,34.0
54913,Rocio,De La Torre Sanchez,U,1990-10-19,ESP,34.0
54914,Veronica,Cepede Royg,R,1992-01-21,PAR,32.0
54915,Manon,Arcangioli,U,1994-08-28,FRA,30.0
54916,Myrtille,Georges,R,1990-12-21,FRA,34.0
54917,Lucie,Schmidhauser,U,1972-04-06,USA,52.0
54918,Jessica,Lehnhoff,R,1980-03-15,GUA,44.0
54919,Olga,Lazarchuk,R,1981-12-03,UKR,43.0
54920,Antoaneta,Pandjerova,R,1977-06-22,BUL,47.0
54921,Raissa,Gourevitch,R,1984-03-01,RUS,40.0
54922,Elena,Kovalchuk,U,1982-08-02,UKR,42.0
54923,Marina,Lazarovska,U,1978-07-29,MKD,46.0
54924,Alena,Paulenkova,U,1979-01-05,SVK,45.0
54925,Helen,Crook,U,1971-11-20,GBR,53.0
54926,Katarina,Misic,U,1976-02-05,SRB,48.0
54927,Nino,Esebua,U,1984-04-24,GEO,40.0
54928,Kelly S,Wilson,R,1973-09-05,USA,51.0
54929,Ximena,Rodriguez,U,1976-09-15,COL,48.0
54930,Carolina,Mayorga,U,1978-08-01,COL,46.0
54931,Sandrine,Bouilleau,U,1977-09-10,FRA,47.0
54932,Zuzana,Valekova,U,1979-08-23,SVK,45.0
54933,Andrea,Bilic,U,1975-06-06,CRO,49.0
54934,Gabriela,Chmelinova,U,1976-06-02,CZE,48.0
54935,Katarina,Valkyova,U,1979-10-28,SVK,45.0
54936,Silvia,Urickova,U,1980-05-26,SVK,44.0
54937,Fruzsina,Siklosi,U,1979-04-22,GER,45.0
54938,Meike,Frohlich,U,1979-07-10,GER,45.0
54939,Gabriela,Volekova,R,1981-03-10,SVK,43.0
54940,Agnes,Anwar,U,1970-09-25,FRA,54.0
54941,Maria Fernanda,Landa,U,1975-07-29,ARG,49.0
54942,Marcia,Gaspar,U,1980-10-30,POR,44.0
54943,Elitza,Paunova,U,1972-05-03,TUR,52.0
54944,Alida,Gallovits,U,1978-11-06,ROU,46.0
54945,Aysu,Cuhaci,U,1982-01-06,TUR,42.0
54946,Laura,Fodorean,U,1978-01-08,ITA,46.0
54947,Isil,Cayirli,U,1978-02-17,TUR,46.0
54948,Kristina,Kraszewski,U,1979-08-11,USA,45.0
54949,Wendy,Fix,U,1975-01-31,USA,49.0
54950,Julie,Thu,U,1975-10-16,USA,49.0
54951,Danira,Penic,U,1981-07-02,CRO,43.0
54952,Sai Jayalakshmy,Jayaram,R,1977-02-16,IND,47.0
54953,Eva,Belbl,R,1978-05-03,GER,46.0
54954,Uzma,Khan,U,1980-09-19,IND,44.0
54955,Natalie,Cahana,R,1978-12-02,ISR,46.0
54956,Shruti,Dhawan,U,1982-03-28,IND,42.0
54957,Tomoe,Hotta,U,1975-04-16,JPN,49.0
54958,Archana,Venkataraman,U,1978-10-11,IND,46.0
54959,Vanessa,Devesa,U,1980-09-26,ESP,44.0
54960,Gabriela,Kucerova,U,1977-11-28,GER,47.0
54961,Aurandrea,Narvaez,U,1979-11-21,USA,45.0
54962,Esme,De Villiers,U,1976-01-05,RSA,48.0
54963,Brandis,Braverman,R,1980-02-13,USA,44.0
54964,Sylwia,Rynarzewska,U,1976-06-14,POL,48.0
54965,Megan,Russell,U,1978-12-24,USA,46.0
54966,Alyssa,Cohen,R,1982-11-19,USA,42.0
54967,Jennifer,Russell,U,1978-08-07,USA,46.0
54968,Jennifer,Magley,R,1984-02-17,USA,40.0
54969,Candice,Fuchs,U,1982-03-31,USA,42.0
54970,Michelle,Faucher,U,1978-01-19,USA,46.0
54971,Christina,Fitz,U,1982-01-10,GER,42.0
54972,Marielle,Hoogland,U,1982-01-27,NED,42.0
54973,Urska,Vesenjak,U,1982-09-12,SLO,42.0
54974,Anna,Bastrikova,R,1985-11-15,RUS,39.0
54975,Nicole,Rencken,R,1981-06-12,RSA,43.0
54976,Elena,Yaryshka,U,1981-12-07,BLR,43.0
54977,Ekaterina,Kozhokhina,R,1983-04-27,RUS,41.0
54978,Irina,Bulykina,U,1984-05-20,RUS,40.0
54979,Masa,Vesenjak,U,1982-09-12,SLO,42.0
54980,Oksana,Karyshkova,U,1983-07-11,RUS,41.0
54981,Monika,Krauze,R,1984-04-11,POL,40.0
54982,Magdelena,Zdenovcova,U,1978-05-17,CZE,46.0
54983,Ka Po,Tong,U,1981-03-17,HKG,43.0
54984,Elodie,Le Bescond,U,1980-02-12,FRA,44.0
54985,Stephanie,Rizzi,R,1981-08-23,FRA,43.0
54986,Kristy,Dascoli,U,1979-05-17,USA,45.0
54987,Nana,Urotadze,U,1986-06-19,GEO,38.0
54988,Tinatin,Kavlashvili,R,1987-02-09,GEO,37.0
54989,Andrea,Remynse,R,1988-10-06,USA,36.0
54990,Stefanie,Haidner,R,1977-11-18,AUT,47.0
54991,Lauren,Kalvaria,U,1980-08-29,USA,44.0
54992,Andrea,Van Den Hurk,U,1979-06-26,NED,45.0
54993,Iris,Ichim,R,1985-06-13,USA,39.0
54994,Dimana,Krastevitch,L,1982-03-26,BUL,42.0
54995,Aurelija,Miseviciute,R,1986-04-24,LTU,38.0
54996,Tatsiana,Uvarova,U,1985-07-25,BLR,39.0
54997,Kildine,Chevalier,R,1980-06-30,FRA,44.0
54998,Salome,Devidze,R,1986-01-02,GEO,38.0
54999,Lucia,Krzelj,U,1984-12-26,CRO,40.0
55000,Debbrich,Feys,R,1984-12-20,BEL,40.0
55001,Michaela,Michalkova,U,1985-10-29,SVK,39.0
55002,Emmanuelle,Edon,R,1984-01-05,FRA,40.0
55003,Tereza,Veverkova,R,1984-06-15,CZE,40.0
55004,Marina,Caiazzo,U,1980-05-22,FRA,44.0
55005,Laurence,Combes,U,1978-08-06,FRA,46.0
55006,Gaelle,Widmer,L,1977-12-24,SUI,47.0
55007,Matea,Mezak,R,1985-03-05,CRO,39.0
55008,Audrey,Hernandez,U,1982-08-04,FRA,42.0
55009,Jennifer,Tuchband,U,1981-07-18,USA,43.0
55010,Ali,Van Horne,U,1987-09-23,USA,37.0
55011,Nicole,Leimbach,U,1985-11-24,USA,39.0
55012,Kaysie,Smashey,R,1980-04-11,USA,44.0
55013,Iva,Saric,R,1983-09-19,CRO,41.0
55014,Natalia,Garbellotto,R,1984-02-01,ARG,40.0
55015,Adriana,Gonzalez Penas,R,1986-03-30,ESP,38.0
55016,Lourdes,Pascual Rodriguez,U,1985-09-29,ESP,39.0
55017,Nuria,Roig Tost,R,1984-04-19,ESP,40.0
55018,Pascale,Leroy,U,1984-04-04,FRA,40.0
55019,Marta,Fraga Perez,R,1985-02-04,ESP,39.0
55020,Melanie,Cohen,R,1983-02-23,FRA,41.0
55021,Erica,Biro,L,1980-02-20,CAN,44.0
55022,Sofia,Melikishvili,U,1987-05-11,GEO,37.0
55023,Krystina,Marcio,R,1988-05-10,USA,36.0
55024,Emily,Stellato,U,1982-05-31,ITA,42.0
55025,Elisa,Villa,U,1980-06-09,ITA,44.0
55026,Simona Iulia,Matei,R,1985-07-07,ROU,39.0
55027,Samia,Medjahdi,U,1985-01-06,ALG,39.0
55028,Riza,Zalameda,U,1986-02-10,USA,38.0
55029,Sarah,Riske,U,1981-06-27,USA,43.0
55030,Kristina,Michalakova,R,1985-05-30,SVK,39.0
55031,Ia,Jikia,L,1989-08-12,GEO,35.0
55032,Mariana,Muci Torres,R,1988-02-15,VEN,36.0
55033,Katerina,Avdiyenko,R,1986-09-26,UKR,38.0
55034,Bianca Ioana,Bonifate,L,1988-10-25,ROU,36.0
55035,Gabriela,Velasco Andreu,U,1985-04-01,ESP,39.0
55036,Franziska,Etzel,R,1983-12-22,GER,41.0
55037,Larissa,Carvalho,R,1985-03-09,BRA,39.0
55038,Megan,Bradley,U,1983-03-26,USA,41.0
55039,Eugenia,Grebenyuk,R,1988-02-10,RUS,36.0
55040,Elena,Gantcheva,R,1985-06-30,BUL,39.0
55041,Katerina,Kramperova,R,1988-12-28,CZE,36.0
55042,Olga,Panova,R,1987-01-07,RUS,37.0
55043,Story,Tweedie Yates,U,1983-05-02,USA,41.0
55044,Matilde,Munoz Gonzalves,U,1985-09-03,ESP,39.0
55045,Sandra,Soler Sola,R,1990-05-24,ESP,34.0
55046,Yera,Campos Molina,R,1990-06-05,ESP,34.0
55047,Christina,Fusano,U,1980-11-27,USA,44.0
55048,Vladimira,Uhlirova,R,1978-05-04,CZE,46.0
55049,Sabrina,Jolk,R,1982-06-17,GER,42.0
55050,Alicja,Rosolska,R,1985-12-01,POL,39.0
55051,Sandra,Volk,U,1985-10-27,SLO,39.0
55052,Yi Ching,Chen,U,1990-07-02,TPE,34.0
55053,Yui Lynn,Miao,U,1992-01-15,TPE,32.0
55054,Vojislava,Lukic,R,1987-03-31,SRB,37.0
55055,Nuria,Sanchez Garcia,R,1987-03-30,ESP,37.0
55056,Sabina,Mediano Alvarez,U,1982-03-30,ESP,42.0
55057,Sandhya,Nagaraj,R,1988-08-30,IND,36.0
55058,Sara,Del Barrio Aragon,R,1987-04-10,ESP,37.0
55059,Ekaterina,Dranets,U,1987-07-05,RUS,37.0
55060,Diana,Nakic,U,1988-05-07,SLO,36.0
55061,Karolina,Jovanovic,R,1988-02-13,SRB,36.0
55062,Mirna,Marinovic,R,1989-05-13,CRO,35.0
55063,Aleksandra,Srndovic,U,1982-11-18,SWE,42.0
55064,Andrea,Berkova,R,1990-04-24,CZE,34.0
55065,Stephanie,Baldinucci,R,1991-08-25,LUX,33.0
55066,Ria,Sabay,R,1985-09-26,GER,39.0
55067,Anne,Schaefer,R,1987-03-01,GER,37.0
55068,Julia,Landauer,R,1992-02-11,GER,32.0
55069,Stacia,Fonseca,U,1985-09-21,USA,39.0
55070,Tomoko,Sugano,U,1980-12-04,JPN,44.0
55071,Anastasia,Poltoratskaya,R,1988-08-04,RUS,36.0
55072,Natsumi,Hamamura,R,1984-06-29,JPN,40.0
55073,Amina,Rakhim,R,1989-02-22,KAZ,35.0
55074,Ni,Zhou,U,1990-01-04,CHN,34.0
55075,Katharina,Brown,R,1990-03-14,GBR,34.0
55076,Aleksandra,Malyarchikova,U,1989-01-02,BLR,35.0
55077,Stefania,Boffa,R,1988-08-09,SUI,36.0
55078,Nicole,Thyssen,R,1988-06-05,NED,36.0
55079,Rebeca,Bou Nogueiro,R,1987-03-07,ESP,37.0
55080,Charlotte,Rodier,R,1991-01-31,FRA,33.0
55081,Varvara,Galanina,R,1986-04-18,RUS,38.0
55082,Ana,Savic,U,1989-10-09,CRO,35.0
55083,Chayenne,Ewijk,R,1988-08-17,NED,36.0
55084,Iveta,Gerlova,R,1984-06-14,CZE,40.0
55085,Simona,Dobra,R,1987-06-24,CZE,37.0
55086,Nikolina,Grbac,R,1992-11-16,CRO,32.0
55087,Indire,Akiki,R,1991-06-25,CRO,33.0
55088,Tiffany,Cornelius,R,1989-01-13,LUX,35.0
55089,Soetkin,Van Deun,R,1988-09-06,BEL,36.0
55090,Elisa,Balsamo,U,1983-08-12,ITA,41.0
55091,Maya,Gaverova,U,1989-05-10,RUS,35.0
55092,Katerina,Popova,U,1993-05-06,RUS,31.0
55093,Elena,Kulikova,U,1991-05-06,RUS,33.0
55094,Mishel,Kenin,U,1993-01-23,RUS,31.0
55095,Sherazad,Benamar,L,1989-04-03,FRA,35.0
